facility_id,facility_name,state,lga,report_month,year,month,quarter,hts_tst,hts_tst_pos,tx_new,tx_curr,tx_ml,pmtct_stat,pmtct_stat_pos,pmtct_art,tb_screen,tb_pos,vl_eligible,vl_result_received,vl_suppressed,date_submitted,reported_by
LAG006,SPECIALIST HOSPITAL ALIMOSHO,LAGOS,ALIMOSHO,2023-01-31,2023,1,1,652.0,14.0,13.0,5126,35,205.0,3,2,3935.0,81,3838.0,2873.0,2679.0,2023-02-15,Data Clerk
NAS006,PRIMARY HEALTH CENTRE LAFIA II,NASARAWA,LAFIA,2022-03-01,2022,3,1,195.0,11.0,8.0,1041,6,59.0,3,2,608.0,13,892.0,636.0,579.0,2022-04-11,Data Clerk
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2023-09-30,2023,9,3,139.0,2.0,1.0,766,10,41.0,1,0,676.0,10,566.0,529.0,504.0,2023-10-11,M&E Officer
LAG014,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2023-03-01,2023,3,1,701.0,6.0,5.0,1857,14,75.0,1,0,1713.0,25,1441.0,1199.0,1141.0,2023-04-13,M&E Officer
FCT004,MODEL PRIMARY HEALTH CENTRE KUJE,FCT,KUJE,2023-08-31,2023,8,3,348.0,19.0,16.0,1302,15,39.0,0,0,1068.0,12,985.0,800.0,689.0,2023-09-18,M&E Officer
NAS003,COTTAGE HOSPITAL KEFFI,NASARAWA,KEFFI,2024-05-31,2024,5,2,337.0,6.0,4.0,1490,23,62.0,0,0,920.0,18,1364.0,863.0,791.0,2024-06-11,Data Clerk
NAS999,SPECIALIST HOSPITAL MAKURDI II,BENUE,MAKURDI,2022-02-01,2022,2,1,253.0,5.0,4.0,2386,45,78.0,1,0,1667.0,41,1924.0,1298.0,1170.0,2022-03-18,M&E Officer
AKS015,MISSION HOSPITAL UYO II,AKWA IBOM,UYO,2024-07-31,2024,7,3,841.0,25.0,22.0,2422,17,106.0,2,1,1451.0,30,1665.0,1480.0,1331.0,2024-08-11,M&E Officer
NAS015,SPECIALIST HOSPITAL NASARAWA II,NASARAWA,NASARAWA,2024-09-30,2024,9,3,1224.0,79.0,67.0,3389,25,248.0,12,9,2604.0,52,3001.0,2209.0,1901.0,2024-10-13,M&E Officer
LAG013,SPECIALIST HOSPITAL IKORODU II,LAGOS,IKORODU,2023-08-31,2023,8,3,2388.0,115.0,109.0,6071,97,493.0,17,15,5123.0,84,4918.0,4025.0,3905.0,2023-09-15,M&E Officer
BEN013,MODEL PRIMARY HEALTH CENTRE MAKURDI II,BENUE,MAKURDI,2024-05-31,2024,5,2,638.0,30.0,24.0,763,6,156.0,2,1,699.0,12,530.0,397.0,387.0,2024-06-15,M&E Officer
LAG099,MISSION HOSPITAL AMAC,FCT,AMAC,2023-12-01,2023,12,4,832.0,12.0,9.0,1216,23,249.0,0,0,838.0,18,932.0,657.0,622.0,2024-01-21,M&E Officer
KAD005,COTTAGE HOSPITAL CHIKUN,KADUNA,CHIKUN,2024-02-29,2024,2,1,495.0,6.0,4.0,364,7,85.0,2,1,219.0,3,284.0,187.0,162.0,2024-03-13,Facility Focal Person
AKS008,PRIMARY HEALTH CENTRE UYO II,AKWA IBOM,UYO,2022-05-31,2022,5,2,71.0,0.0,0.0,83,0,9.0,0,0,66.0,0,74.0,64.0,60.0,2022-06-13,M&E Officer
CRS004,COMPREHENSIVE HEALTH CENTRE OBUDU,CROSS RIVER,OBUDU,2024-03-31,2024,3,1,261.0,3.0,2.0,451,5,77.0,0,0,279.0,6,330.0,270.0,226.0,2024-04-21,M&E Officer
LAG015,MODEL PRIMARY HEALTH CENTRE BADAGRY II,LAGOS,BADAGRY,2024-05-31,2024,5,2,337.0,12.0,9.0,1078,15,60.0,0,0,886.0,22,870.0,495.0,473.0,2024-06-16,M&E Officer
LAG014,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2023-01-31,2023,1,1,526.0,16.0,12.0,1886,8,105.0,1,0,1165.0,22,1732.0,960.0,907.0,2023-02-21,Data Clerk
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2024-07-31,2024,7,3,212.0,4.0,3.0,736,14,45.0,0,0,536.0,10,680.0,426.0,379.0,2024-08-18,Data Clerk
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2023-08-31,2023,8,3,973.0,7.0,5.0,,8,226.0,0,0,938.0,22,1174.0,712.0,600.0,2023-09-13,Data Clerk
RIV003,COMPREHENSIVE HEALTH CENTRE KHANA,RIVERS,KHANA,2024-12-01,2024,12,4,352.0,15.0,14.0,1075,19,109.0,4,3,645.0,10,984.0,800.0,661.0,2025-01-11,Data Clerk
BEN012,COTTAGE HOSPITAL VANDEIKYA II,BENUE,VANDEIKYA,2024-02-29,2024,2,1,614.0,6.0,4.0,460,2,86.0,0,0,426.0,8,327.0,250.0,208.0,2024-03-13,M&E Officer
FCT004,MODEL PRIMARY HEALTH CENTRE KUJE,FCT,KUJE,2023-01-31,2023,1,1,225.0,14.0,12.0,1305,11,47.0,2,1,1162.0,14,1000.0,937.0,813.0,2023-02-18,Facility Focal Person
NAS010,TEACHING HOSPITAL NASARAWA II,NASARAWA,NASARAWA,2022-09-30,2022,9,3,2246.0,77.0,55.0,4701,71,,9,8,3060.0,50,4028.0,3640.0,3078.0,2022-10-18,M&E Officer
BEN012,COTTAGE HOSPITAL VANDEIKYA II,BENUE,VANDEIKYA,2024-06-30,2024,6,2,794.0,9.0,8.0,462,3,214.0,0,0,316.0,5,372.0,268.0,228.0,2024-07-15,Facility Focal Person
CRS012,MODEL PRIMARY HEALTH CENTRE IKOM II,CROSS RIVER,IKOM,2024-03-31,2024,3,1,485.0,7.0,6.0,761,11,101.0,2,1,587.0,7,678.0,610.0,518.0,2024-04-21,Data Clerk
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2024-04-30,2024,4,2,1048.0,42.0,40.0,4175,33,233.0,4,3,3398.0,69,3364.0,2295.0,2189.0,2024-05-11,Data Clerk
CRS006,PRIMARY HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2023-08-31,2023,8,3,444.0,9.0,8.0,1349,5,47.0,0,0,918.0,26,1068.0,971.0,905.0,2023-09-13,M&E Officer
AKS009,PRIMARY HEALTH CENTRE IKOT EKPENE II,AKWA IBOM,IKOT EKPENE,2022-04-30,2022,4,2,80.0,1.0,0.0,240,4,13.0,0,0,181.0,4,205.0,131.0,119.0,2022-05-13,Facility Focal Person
XXX999,PRIMARY HEALTH CENTRE ALIMOSHO II,LAGOS,ALIMOSHO,2023-11-30,2023,11,4,172.0,5.0,4.0,643,7,35.0,1,0,537.0,13,480.0,315.0,273.0,2023-12-11,M&E Officer
BEN005,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA,BENUE,KATSINA-ALA,2023-02-28,2023,2,1,431.0,16.0,13.0,476,3,96.0,3,2,446.0,7,400.0,321.0,301.0,2023-03-11,M&E Officer
LAG006,SPECIALIST HOSPITAL ALIMOSHO,LAGOS,ALIMOSHO,2024-10-31,2024,10,4,905.0,15.0,,4439,57,237.0,5,3,3129.0,66,3389.0,3188.0,2863.0,2024-11-15,Facility Focal Person
FCT006,MISSION HOSPITAL AMAC II,FCT,AMAC,2023-10-31,2023,10,4,867.0,26.0,24.0,2188,20,106.0,4,3,1619.0,27,1907.0,1468.0,1262.0,2023-11-13,Data Clerk
KAD003,MISSION HOSPITAL ZARIA,KADUNA,ZARIA,2024-07-31,2024,7,3,1596.0,79.0,67.0,2958,7,368.0,7,5,2669.0,53,2313.0,2106.0,1875.0,2024-08-16,M&E Officer
LAG007,PRIMARY HEALTH CENTRE IKORODU II,LAGOS,IKORODU,2024-07-31,2024,7,3,460.0,23.0,21.0,631,6,114.0,2,1,454.0,7,524.0,422.0,353.0,2024-08-13,M&E Officer
FCT009,MODEL PRIMARY HEALTH CENTRE KUJE II,FCT,KUJE,2022-08-31,2022,8,3,151.0,6.0,5.0,442,4,36.0,1,0,321.0,7,357.0,207.0,180.0,2022-10-16,M&E Officer
AKS008,PRIMARY HEALTH CENTRE UYO II,AKWA IBOM,UYO,2022-12-31,2022,12,4,76.0,2.0,1.0,86,1,22.0,1,0,74.0,0,73.0,64.0,55.0,2023-01-11,M&E Officer
FCT015,COMPREHENSIVE HEALTH CENTRE ABAJI II,FCT,ABAJI,2023-07-31,2023,7,3,126.0,6.0,4.0,775,13,16.0,3,2,478.0,5,598.0,333.0,287.0,2023-08-16,M&E Officer
NAS999,GENERAL HOSPITAL OKPOKWU,BENUE,OKPOKWU,2022-02-28,2022,2,1,804.0,6.0,5.0,355,1,160.0,0,0,,6,307.0,203.0,176.0,2022-03-18,Data Clerk
CRS003,SPECIALIST HOSPITAL OGOJA,CROSS RIVER,OGOJA,2022-07-31,2022,7,3,1327.0,58.0,52.0,5532,80,162.0,2,1,3896.0,66,4035.0,3826.0,3160.0,2022-08-21,Data Clerk
FCT006,MISSION HOSPITAL AMAC II,FCT,AMAC,2022-10-31,2022,10,4,682.0,19.0,14.0,2304,27,130.0,3,2,2095.0,42,1892.0,1797.0,1503.0,2022-11-16,M&E Officer
RIV006,COTTAGE HOSPITAL ELEME,RIVERS,ELEME,2023-02-28,2023,2,1,863.0,44.0,41.0,2525,32,113.0,6,5,1909.0,40,1800.0,1697.0,1662.0,2023-03-13,Data Clerk
AKS002,GENERAL HOSPITAL IKOT EKPENE,AKWA IBOM,IKOT EKPENE,2023-09-30,2023,9,3,300.0,2.0,1.0,601,9,60.0,2,1,446.0,6,554.0,412.0,392.0,2023-10-18,Data Clerk
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2024-08-31,2024,8,3,1126.0,10.0,8.0,1267,3,195.0,0,0,1065.0,17,862.0,625.0,545.0,2024-09-13,M&E Officer
FCT015,COMPREHENSIVE HEALTH CENTRE ABAJI II,FCT,ABAJI,2024-08-31,2024,8,3,127.0,6.0,4.0,753,2,29.0,1,0,648.0,9,554.0,461.0,,2024-09-13,Data Clerk
FCT005,PRIMARY HEALTH CENTRE ABAJI,FCT,ABAJI,2023-12-31,2023,12,4,471.0,7.0,6.0,535,8,143.0,6,5,490.0,10,442.0,314.0,258.0,2024-02-15,Data Clerk
FCT004,MODEL PRIMARY HEALTH CENTRE KUJE,FCT,KUJE,2022-05-31,2022,5,2,323.0,18.0,15.0,1348,17,45.0,1,0,1129.0,23,1212.0,1080.0,1016.0,2022-06-16,Data Clerk
RIV004,MODEL PRIMARY HEALTH CENTRE AHOADA EAST,RIVERS,AHOADA EAST,2024-09-30,2024,9,3,399.0,12.0,8.0,855,2,66.0,1,0,540.0,10,616.0,530.0,474.0,2024-10-13,M&E Officer
BEN005,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA,BENUE,KATSINA-ALA,2022-12-31,2022,12,4,432.0,15.0,14.0,462,7,,1,0,296.0,2,424.0,335.0,314.0,2023-01-18,Facility Focal Person
AKS006,PRIMARY HEALTH CENTRE ABAK,AKWA IBOM,ABAK,2023-12-31,2023,12,4,516.0,17.0,15.0,419,1,114.0,0,0,,5,296.0,198.0,254.0,2024-01-15,M&E Officer
LAG005,MISSION HOSPITAL AGEGE,LAGOS,AGEGE,2024-01-31,2024,1,1,1207.0,34.0,23.0,1770,16,221.0,4,3,1357.0,22,1634.0,1512.0,1369.0,2024-02-21,Facility Focal Person
NAS999,PRIMARY HEALTH CENTRE LAFIA II,NASARAWA,LAFIA,2023-07-31,2023,7,3,342.0,3.0,2.0,968,6,38.0,0,0,,6,838.0,504.0,467.0,2023-08-11,Data Clerk
BEN007,SPECIALIST HOSPITAL MAKURDI II,BENUE,MAKURDI,2022-01-01,2022,1,1,196.0,3.0,2.0,2427,10,47.0,1,0,1451.0,28,1946.0,1104.0,1007.0,2022-02-11,Data Clerk
RIV008,TEACHING HOSPITAL OBIO/AKPOR II,RIVERS,OBIO/AKPOR,2023-06-30,2023,6,2,1915.0,71.0,63.0,4050,35,345.0,8,6,2266.0,35,3139.0,2293.0,1945.0,2023-07-16,Data Clerk
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2024-06-30,2024,6,2,203.0,9.0,7.0,747,10,40.0,2,1,526.0,8,,380.0,350.0,2024-07-13,Facility Focal Person
LAG004,COMPREHENSIVE HEALTH CENTRE SURULERE,LAGOS,SURULERE,2024-04-01,2024,4,2,512.0,8.0,6.0,615,5,57.0,0,0,351.0,7,509.0,420.0,357.0,2024-05-15,M&E Officer
NAS011,MISSION HOSPITAL LAFIA II,NASARAWA,LAFIA,2022-12-31,2022,12,4,934.0,10.0,8.0,2688,22,213.0,2,1,1571.0,28,2095.0,1954.0,1688.0,2023-01-21,Facility Focal Person
RIV004,MODEL PRIMARY HEALTH CENTRE AHOADA EAST,RIVERS,AHOADA EAST,2024-11-30,2024,11,4,405.0,11.0,7.0,853,15,57.0,1,0,698.0,11,727.0,579.0,644.0,2024-12-11,Facility Focal Person
NAS011,MISSION HOSPITAL LAFIA II,NASARAWA,LAFIA,2023-07-01,2023,7,3,1356.0,19.0,13.0,2601,5,383.0,4,3,1695.0,30,,1456.0,1411.0,2023-08-16,M&E Officer
KAD001,MODEL PRIMARY HEALTH CENTRE KADUNA NORTH,KADUNA,KADUNA NORTH,2024-09-30,2024,9,3,221.0,11.0,9.0,741,14,39.0,1,0,466.0,6,672.0,474.0,461.0,2024-10-11,Data Clerk
FCT008,TEACHING HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2024-08-31,2024,8,3,1083.0,56.0,53.0,4744,51,338.0,6,5,3996.0,66,4019.0,,2223.0,2024-09-15,Data Clerk
BEN006,PRIMARY HEALTH CENTRE VANDEIKYA,BENUE,VANDEIKYA,2022-05-31,2022,5,2,228.0,10.0,9.0,315,3,72.0,3,2,283.0,4,238.0,134.0,113.0,2022-06-16,M&E Officer
AKS004,COMPREHENSIVE HEALTH CENTRE ETINAN,AKWA IBOM,ETINAN,2022-06-30,2022,6,2,191.0,9.0,7.0,988,9,,0,0,583.0,9,798.0,718.0,676.0,2022-07-11,M&E Officer
KAD004,SPECIALIST HOSPITAL SABON GARI,KADUNA,SABON GARI,2024-03-31,2024,3,1,3176.0,194.0,139.0,,24,526.0,18,17,2788.0,43,3485.0,2389.0,2144.0,2024-04-15,Data Clerk
AKS008,PRIMARY HEALTH CENTRE UYO II,AKWA IBOM,UYO,2024-11-30,2024,11,4,86.0,1.0,0.0,94,0,15.0,0,0,88.0,3,65.0,39.0,37.0,2024-12-11,M&E Officer
BEN004,GENERAL HOSPITAL OKPOKWU,BENUE,OKPOKWU,2024-05-31,2024,5,2,1131.0,4.0,3.0,405,3,295.0,1,0,316.0,3,308.0,256.0,222.0,2024-06-15,M&E Officer
BEN006,PRIMARY HEALTH CENTRE VANDEIKYA,BENUE,VANDEIKYA,2023-01-31,2023,1,1,242.0,12.0,9.0,330,4,34.0,3,2,264.0,6,272.0,242.0,232.0,2023-02-18,M&E Officer
BEN007,SPECIALIST HOSPITAL MAKURDI II,BENUE,MAKURDI,2022-11-30,2022,11,4,238.0,7.0,6.0,2195,35,56.0,1,0,2072.0,20,1690.0,1540.0,1355.0,2022-12-13,Data Clerk
AKS001,COMPREHENSIVE HEALTH CENTRE UYO,AKWA IBOM,UYO,2023-01-31,2023,1,1,547.0,3.0,2.0,307,6,156.0,0,0,,3,262.0,225.0,203.0,2023-02-11,Facility Focal Person
NAS002,COTTAGE HOSPITAL KARU,NASARAWA,KARU,2024-05-31,2024,5,2,508.0,7.0,5.0,301,4,77.0,0,0,231.0,3,257.0,170.0,141.0,2024-06-29,M&E Officer
KAD006,SPECIALIST HOSPITAL KADUNA NORTH II,KADUNA,KADUNA NORTH,2022-12-31,2022,12,4,1565.0,33.0,27.0,1590,23,194.0,259,2,890.0,18,1256.0,727.0,701.0,2022-12-10,Facility Focal Person
AKS009,PRIMARY HEALTH CENTRE IKOT EKPENE II,AKWA IBOM,IKOT EKPENE,2024-11-30,2024,11,4,93.0,3.0,2.0,235,2,21.0,0,0,192.0,5,216.0,153.0,125.0,2024-12-13,M&E Officer
RIV008,TEACHING HOSPITAL OBIO/AKPOR II,RIVERS,OBIO/AKPOR,2023-02-28,2023,2,1,1389.0,45.0,43.0,,48,305.0,5,4,3508.0,61,2962.0,2575.0,2206.0,2023-03-13,M&E Officer
KAD010,COTTAGE HOSPITAL CHIKUN II,KADUNA,CHIKUN,2022-06-30,2022,6,2,243.0,12.0,8.0,951,11,39.0,1,0,718.0,11,801.0,695.0,654.0,2022-07-21,Facility Focal Person
RIV014,COTTAGE HOSPITAL OBIO/AKPOR II,RIVERS,OBIO/AKPOR,2023-08-31,2023,8,3,1211.0,15.0,12.0,648,3,301.0,2,1,491.0,10,463.0,335.0,306.0,2023-09-21,Data Clerk
CRS004,COMPREHENSIVE HEALTH CENTRE OBUDU,CROSS RIVER,OBUDU,2022-06-30,2022,6,2,247.0,8.0,7.0,467,6,49.0,2,1,402.0,5,338.0,193.0,184.0,2022-07-15,Data Clerk
BEN011,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA II,BENUE,KATSINA-ALA,2022-01-31,2022,1,1,,7.0,6.0,298,5,50.0,1,0,173.0,4,222.0,169.0,139.0,2022-02-13,Data Clerk
RIV006,COTTAGE HOSPITAL ELEME,RIVERS,ELEME,2023-05-31,2023,5,2,1122.0,39.0,37.0,2497,48,272.0,4,3,1977.0,37,1729.0,1415.0,1176.0,2023-06-15,Facility Focal Person
BEN001,MISSION HOSPITAL MAKURDI,BENUE,MAKURDI,2024-03-01,2024,3,1,997.0,6.0,5.0,1774,5,280.0,2,1,1229.0,16,1618.0,1163.0,976.0,2024-04-18,M&E Officer
CRS009,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2023-01-31,2023,1,1,479.0,22.0,15.0,821,4,109.0,1,0,505.0,12,562.0,309.0,255.0,2023-02-18,Data Clerk
KAD013,SPECIALIST HOSPITAL ZARIA II,KADUNA,ZARIA,2024-06-30,2024,6,2,2755.0,122.0,105.0,3025,31,332.0,10,8,2530.0,49,2561.0,2043.0,1894.0,2024-07-15,Data Clerk
LAG099,TEACHING HOSPITAL BADAGRY,LAGOS,BADAGRY,2024-07-01,2024,7,3,4195.0,172.0,152.0,6866,60,1332.0,40,35,6094.0,87,6041.0,4930.0,4117.0,2024-08-29,M&E Officer
FCT001,MISSION HOSPITAL AMAC,FCT,AMAC,2023-09-30,2023,9,3,911.0,10.0,8.0,1251,10,130.0,1,0,866.0,11,1048.0,625.0,601.0,2023-10-16,Data Clerk
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2022-09-30,2022,9,3,928.0,10.0,8.0,1389,24,292.0,1,0,1210.0,24,983.0,628.0,611.0,2022-10-11,Data Clerk
LAG009,MISSION HOSPITAL BADAGRY II,LAGOS,BADAGRY,2022-01-31,2022,1,1,300.0,7.0,6.0,2887,28,48.0,0,0,2513.0,51,2196.0,1275.0,1217.0,2022-02-13,M&E Officer
CRS013,MISSION HOSPITAL OGOJA II,CROSS RIVER,OGOJA,2024-05-31,2024,5,2,254.0,308.0,5.0,755,14,73.0,1,0,620.0,11,691.0,584.0,555.0,2024-06-11,Facility Focal Person
CRS009,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2023-02-28,2023,2,1,343.0,12.0,9.0,817,13,96.0,1,0,682.0,8,,427.0,354.0,2023-03-21,Data Clerk
LAG001,PRIMARY HEALTH CENTRE IKORODU,LAGOS,IKORODU,2024-08-31,2024,8,3,507.0,8.0,6.0,403,5,98.0,0,0,379.0,8,352.0,315.0,282.0,2024-09-29,Data Clerk
RIV015,SPECIALIST HOSPITAL KHANA II,RIVERS,KHANA,2024-01-31,2024,1,1,433.0,22.0,18.0,2311,16,83.0,3,2,2034.0,39,1738.0,1468.0,1326.0,2024-02-11,Facility Focal Person
BEN006,PRIMARY HEALTH CENTRE VANDEIKYA,BENUE,VANDEIKYA,2023-08-31,2023,8,3,213.0,1.0,0.0,337,5,51.0,1,0,290.0,8,258.0,207.0,175.0,2023-09-20,M&E Officer
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2023-11-01,2023,11,4,753.0,31.0,22.0,4245,27,97.0,5,4,2717.0,41,3499.0,2815.0,2641.0,2023-12-21,M&E Officer
KAD008,MODEL PRIMARY HEALTH CENTRE ZARIA II,KADUNA,ZARIA,2023-05-31,2023,5,2,415.0,11.0,8.0,,17,69.0,1,0,966.0,19,1001.0,707.0,594.0,2023-06-13,Data Clerk
FCT015,COMPREHENSIVE HEALTH CENTRE ABAJI II,FCT,ABAJI,2022-04-30,2022,4,2,113.0,7.0,6.0,879,11,21.0,38,0,515.0,11,784.0,,622.0,2022-05-29,M&E Officer
CRS014,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2024-06-30,2024,6,2,374.0,6.0,4.0,191,2,95.0,1,0,159.0,3,171.0,143.0,124.0,2024-07-13,M&E Officer
CRS007,MODEL PRIMARY HEALTH CENTRE IKOM II,CROSS RIVER,IKOM,2023-06-01,2023,6,2,120.0,2.0,1.0,300,3,36.0,0,0,274.0,2,231.0,209.0,196.0,2023-07-18,Facility Focal Person
KAD011,PRIMARY HEALTH CENTRE KADUNA NORTH II,KADUNA,KADUNA NORTH,2023-02-28,2023,2,1,218.0,6.0,4.0,555,5,36.0,0,0,330.0,5,421.0,252.0,211.0,2023-03-16,Data Clerk
NAS015,SPECIALIST HOSPITAL NASARAWA II,NASARAWA,NASARAWA,2023-04-01,2023,4,2,1037.0,62.0,50.0,3168,63,267.0,13,10,1794.0,34,2921.0,2418.0,1991.0,2023-05-11,M&E Officer
KAD013,SPECIALIST HOSPITAL ZARIA II,KADUNA,ZARIA,2022-03-31,2022,3,1,1365.0,48.0,34.0,1439,22,175.0,6,5,1280.0,26,1082.0,689.0,627.0,2022-04-15,Data Clerk
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2022-06-30,2022,6,2,1177.0,46.0,39.0,4586,22,313.0,6,5,2578.0,49,3605.0,2865.0,2362.0,2022-07-18,Facility Focal Person
RIV005,MISSION HOSPITAL DEGEMA,RIVERS,DEGEMA,2022-07-31,2022,7,3,164.0,7.0,5.0,1498,8,27.0,1,0,1181.0,21,1057.0,615.0,595.0,2022-08-16,M&E Officer
BEN007,SPECIALIST HOSPITAL MAKURDI II,BENUE,MAKURDI,2022-04-30,2022,4,2,280.0,2.0,,2348,9,42.0,0,0,2107.0,40,2026.0,1288.0,1228.0,2022-05-29,Facility Focal Person
NAS002,COTTAGE HOSPITAL KARU,NASARAWA,KARU,2023-07-31,2023,7,3,618.0,7.0,5.0,305,4,159.0,1,0,181.0,5,264.0,201.0,170.0,2023-08-13,M&E Officer
CRS015,MODEL PRIMARY HEALTH CENTRE AKAMKPA II,CROSS RIVER,AKAMKPA,2023-05-01,2023,5,2,89.0,1.0,0.0,546,1,12.0,0,0,497.0,5,481.0,410.0,356.0,2023-06-21,Facility Focal Person
NAS014,TEACHING HOSPITAL AKWANGA II,NASARAWA,AKWANGA,2023-04-01,2023,4,2,,62.0,60.0,4804,43,313.0,5,3,3369.0,58,3889.0,3128.0,2944.0,2023-05-15,Facility Focal Person
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2022-11-30,2022,11,4,144.0,2.0,1.0,843,4,28.0,1,0,550.0,12,575.0,359.0,349.0,2022-12-11,Data Clerk
LAG010,PRIMARY HEALTH CENTRE SURULERE II,LAGOS,SURULERE,2024-09-30,2024,9,3,518.0,13.0,10.0,994,2,112.0,2,1,790.0,7,806.0,568.0,491.0,2024-10-11,M&E Officer
FCT004,MODEL PRIMARY HEALTH CENTRE KUJE,FCT,KUJE,2024-06-30,2024,6,2,371.0,14.0,9.0,,22,103.0,2,1,758.0,19,1022.0,870.0,838.0,2024-07-16,M&E Officer
NAS014,TEACHING HOSPITAL AKWANGA II,NASARAWA,AKWANGA,2023-02-28,2023,2,1,2554.0,2625.0,57.0,4750,82,435.0,6,5,3722.0,65,3324.0,1921.0,1589.0,2023-03-16,M&E Officer
CRS011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2023-12-31,2023,12,4,248.0,4.0,3.0,481,3,64.0,0,0,332.0,3,361.0,232.0,214.0,2024-01-21,Facility Focal Person
KAD006,SPECIALIST HOSPITAL KADUNA NORTH II,KADUNA,KADUNA NORTH,2024-04-30,2024,4,2,2244.0,47.0,44.0,1687,29,464.0,4,3,1434.0,18,1564.0,1309.0,1195.0,2024-05-21,Data Clerk
KAD005,COTTAGE HOSPITAL CHIKUN,KADUNA,CHIKUN,2023-09-30,2023,9,3,606.0,16.0,14.0,355,2,75.0,0,0,258.0,3,278.0,240.0,233.0,2023-10-11,M&E Officer
XXX999,COTTAGE HOSPITAL ORON II,AKWA IBOM,ORON,2023-09-30,2023,9,3,1078.0,55.0,39.0,975,3,282.0,7,5,784.0,12,864.0,713.0,671.0,2023-10-11,Data Clerk
NAS002,COTTAGE HOSPITAL KARU,NASARAWA,KARU,2022-05-31,2022,5,2,463.0,9.0,7.0,317,3,65.0,0,0,259.0,4,242.0,165.0,147.0,2022-06-11,M&E Officer
BEN002,SPECIALIST HOSPITAL GBOKO,BENUE,GBOKO,2024-05-31,2024,5,2,3188.0,59.0,46.0,4373,81,966.0,8,7,3107.0,61,3901.0,3224.0,3017.0,2024-06-11,M&E Officer
AKS007,TEACHING HOSPITAL IKONO,AKWA IBOM,IKONO,2022-12-31,2022,12,4,922.0,10.0,8.0,6292,49,165.0,1,0,5546.0,102,4498.0,4262.0,4155.0,2023-01-21,M&E Officer
NAS012,MISSION HOSPITAL KARU II,NASARAWA,KARU,2023-11-30,2023,11,4,898.0,23.0,16.0,1355,3,96.0,1,0,836.0,15,1204.0,846.0,699.0,2023-12-11,M&E Officer
BEN012,COTTAGE HOSPITAL VANDEIKYA II,BENUE,VANDEIKYA,2022-12-31,2022,12,4,451.0,4.0,3.0,461,8,102.0,0,0,362.0,7,329.0,305.0,289.0,2023-01-13,M&E Officer
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2022-09-30,2022,9,3,154.0,7.0,5.0,856,2,,4,3,497.0,8,793.0,436.0,388.0,2022-10-13,Data Clerk
LAG002,SPECIALIST HOSPITAL LAGOS ISLAND,LAGOS,LAGOS ISLAND,2024-07-01,2024,7,3,2649.0,151.0,123.0,6068,115,838.0,28,25,4035.0,62,4917.0,3496.0,3334.0,2024-08-13,M&E Officer
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,BENUE,OKPOKWU,2022-03-31,2022,3,1,269.0,1.0,0.0,851,13,69.0,0,0,726.0,14,592.0,411.0,382.0,2022-04-16,Facility Focal Person
CRS015,MODEL PRIMARY HEALTH CENTRE AKAMKPA II,CROSS RIVER,AKAMKPA,2023-08-31,2023,8,3,76.0,1.0,0.0,529,5,24.0,0,0,403.0,5,476.0,271.0,264.0,2023-09-15,Data Clerk
RIV004,MODEL PRIMARY HEALTH CENTRE AHOADA EAST,RIVERS,AHOADA EAST,2023-06-30,2023,6,2,418.0,,10.0,849,13,98.0,0,0,744.0,11,640.0,549.0,495.0,2023-08-15,Data Clerk
KAD011,PRIMARY HEALTH CENTRE KADUNA NORTH II,KADUNA,KADUNA NORTH,2023-07-31,2023,7,3,298.0,6.0,5.0,563,6,30.0,0,0,359.0,2,513.0,468.0,457.0,2023-08-13,Data Clerk
