facility_id,report_month,sex,age_band,hts_tst,hts_tst_pos
RIV012,2024-01,Male,<15,22,0
RIV012,2024-01,Male,15-24,61,1
RIV012,2024-01,Male,25-34,72,
RIV012,2024-01,Male,35-49,44,1
RIV012,2024-01,Male,50+,21,0
RIV012,2024-02,Female,<15,25,0
RIV012,2024-02,Female,15-24,92,2
RIV012,2024-02,Female,25-34,79,4
RIV012,2024-02,Female,35-49,67,3
RIV012,2024-02,Female,50+,27,0
RIV012,2024-02,Male,<15,21,0
RIV012,2024-02,Male,15-24,63,1
RIV012,2024-02,Male,25-34,60,3
RIV012,2024-02,Male,35-49,44,2
RIV012,2024-02,Male,50+,21,0
RIV012,2024-03,Female,<15,42,0
RIV012,2024-03,Female,15-24,120,2
RIV012,2024-03,Female,25-34,114,4
RIV012,2024-03,Female,35-49,78,3
RIV012,2024-03,Female,50+,41,0
RIV012,2024-03,Male,<15,31,0
RIV012,2024-03,Male,15-24,69,1
RIV012,2024-03,Male,25-34,92,3
RIV012,2024-03,male,35-49,66,2
RIV012,2024-03,Male,50+,28,0
RIV012,2024-04,Female,<15,39,0
RIV012,2024-04,Female,15-24,120,1
RIV012,2024-04,Female,25-34,118,3
RIV012,2024-04,Female,35-49,91,2
RIV012,2024-04,Female,50+,39,0
RIV012,2024-04,Male,<15,34,0
RIV012,2024-04,Male,15-24,78,1
RIV012,2024-04,Male,25-34,81,2
RIV012,2024-04,Male,35-49,70,2
RIV012,2024-04,male,50+,32,0
RIV012,2024-05,Female,<15,35,1
RIV012,2024-05,Female,15-24,118,3
RIV012,2024-05,Female,25-34,111,6
RIV012,2024-05,Female,35-49,98,5
RIV012,2024-05,Female,50+,41,1
RIV012,2024-05,Male,<15,27,0
RIV012,2024-05,M,15-24,84,2
RIV012,2024-05,Male,25-34,81,4
RIV012,2024-05,Male,35-49,69,3
RIV012,2024-05,Male,50+,30,0
RIV012,2024-06,Female,<15,43,0
RIV012,2024-06,Female,15-24,94,1
RIV012,2024-06,Female,25-34,119,4
RIV012,2024-06,Female,35-49,94,3
RIV012,2024-06,Female,50+,43,0
RIV012,2024-06,Male,<15,28,0
RIV012,2024-06,Male,15-24,74,1
RIV012,2024-06,Male,25-34,98,3
RIV012,2024-06,Male,35-49,56,2
RIV012,2024-06,Male,50 and above,28,0
RIV012,2024-07,Female,<15,48,0
RIV012,2024-07,F,15-24,112,1
RIV012,2024-07,F,25-34,125,3
RIV012,2024-07,Female,35-49,103,2
RIV012,2024-07,Female,50+,47,0
RIV012,2024-07,male,<15,32,0
RIV012,2024-07,M,15-24,86,1
RIV012,2024-07,Male,25-34,91,2
RIV012,2024-07,Male,35-49,69,1
RIV012,2024-07,Male,50+,37,0
RIV012,2024-08,Female,<15,40,0
RIV012,2024-08,Female,15-24,99,2
RIV012,2024-08,Female,25-34,114,4
RIV012,2024-08,Female,35-49,79,3
RIV012,2024-08,F,50+,40,0
RIV012,2024-08,Male,<15,31,0
RIV012,2024-08,Male,15-24,77,1
RIV012,2024-08,Male,25-34,77,3
RIV012,2024-08,Male,35-49,55,2
RIV012,2024-08,Male,50+,28,0
RIV012,2024-09,Female,<15,30,0
RIV012,2024-09,F,15-24,92,1
RIV012,2024-09,Female,25-34,90,3
RIV012,2024-09,Female,35-49,67,2
RIV012,2024-09,Female,50+,27,0
RIV012,2024-09,Male,<15,24,0
RIV012,2024-09,Male,15-24,68,1
RIV012,2024-09,Male,25-34,61,2
RIV012,2024-09,Male,35-49,45,1
RIV012,2024-09,Male,50+,23,0
RIV012,2024-10,Female,<15,26,0
RIV012,2024-10,Female,15-24,75,2
RIV012,2024-10,Female,25-34,90,5
RIV012,2024-10,Female,35-49,63,3
RIV012,2024-10,F,50+,25,0
RIV012,2024-10,Male,<15,18,0
RIV012,2024-10,Male,15-24,53,1
RIV012,2024-10,Male,25-34,61,3
RIV012,2024-10,Male,35-49,47,2
RIV012,2024-10,Male,50+,22,0
RIV012,2024-11,F,<15,28,0
RIV012,2024-11,F,15-24,100,0
RIV012,2024-11,Female,25-34,103,1
RIV012,2024-11,Female,35-49,72,1
RIV012,2024-11,Female,50+,30,0
RIV012,2024-11,Male,0-14,26,0
RIV012,2024-11,Male,15-24,72,0
RIV012,2024-11,Male,25-34,74,1
RIV012,2024-11,Male,35-49,47,0
RIV012,2024-11,Male,50+,23,0
RIV012,2024-12,Female,<15,29,0
RIV012,2024-12,F,15-24,87,1
RIV012,2024-12,Female,25-34,77,3
RIV012,2024-12,Female,35-49,71,2
RIV012,2024-12,Female,50+,29,0
RIV012,2024-12,Male,<15,18,0
RIV012,2024-12,Male,15-24,60,1
RIV012,2024-12,Male,25-34,71,2
RIV012,2024-12,Male,35-49,45,1
RIV012,2024-12,Male,50+,18,0
RIV013,2024-01,F,<15,29,1
RIV013,2024-01,Female,15-24,80,2
RIV013,2024-01,Female,25-34,96,6
RIV013,2024-01,f,35-49,57,4
RIV013,2024-01,Female,50+,27,0
RIV013,2024-01,Male,<15,19,0
RIV013,2024-01,M,15-24,62,2
RIV013,2024-01,Male,25-34,59,4
RIV013,2024-01,M,35-49,48,3
RIV013,2024-01,Male,50+,21,0
RIV013,2024-02,Female,<15,33,0
RIV013,2024-02,F,15-24,94,1
RIV013,2024-02,Female,25-34,103,3
RIV013,2024-02,Female,35-49,70,2
RIV013,2024-02,Female,50+,34,0
RIV013,2024-02,Male,<15,22,0
RIV013,2024-02,Male,15-24,69,1
RIV013,2024-02,Male,25-34,80,2
RIV013,2024-02,Male,35-49,48,1
RIV013,2024-02,Male,50+,22,0
RIV013,2024-03,Female,<15,39,1
RIV013,2024-03,Female,15-24,117,3
RIV013,2024-03,Female,25-34,114,6
RIV013,2024-03,Female,35-49,78,4
RIV013,2024-03,Female,50+,38,1
RIV013,2024-03,Male,<15,31,0
RIV013,2024-03,Male,15-24,80,2
RIV013,2024-03,Male,25-34,83,5
RIV013,2024-03,male,35-49,54,3
RIV013,2024-03,Male,50+,31,0
RIV013,2024-04,Female,<15,61,1
RIV013,2024-04,Female,15-24,159,2
RIV013,2024-04,Female,25-34,177,6
RIV013,2024-04,Female,35-49,117,4
RIV013,2024-04,Female,50+,55,0
RIV013,2024-04,Male,<15,44,0
RIV013,2024-04,Male,15-24,104,1
RIV013,2024-04,Male,25-34,129,4
RIV013,2024-04,male,35-49,92,3
RIV013,2024-04,Male,50+,43,0
RIV013,2024-05,Female,<15,48,1
RIV013,2024-05,Female,15-24,169,4
RIV013,2024-05,Female,25-34,140,7
RIV013,2024-05,female,35-49,109,6
RIV013,2024-05,Female,50+,49,N/A
RIV013,2024-05,Male,<15,35,0
RIV013,2024-05,Male,15 - 24,97,2
RIV013,2024-05,Male,25-34,112,6
RIV013,2024-05,Male,35-49,88,4
RIV013,2024-05,Male,50+,41,1
RIV013,2024-06,Female,<15,37,0
RIV013,2024-06,Female,15-24,113,1
RIV013,2024-06,F,25-34,130,3
RIV013,2024-06,Female,35-49,106,3
RIV013,2024-06,Female,50+,47,0
RIV013,2024-06,Male,<15,34,0
RIV013,2024-06,M,15-24,89,1
RIV013,2024-06,m,25-34,90,2
RIV013,2024-06,Male,35-49,71,2
RIV013,2024-06,Male,50 and above,29,0
RIV013,2024-07,Female,<15,50,0
RIV013,2024-07,Female,15-24,110,1
RIV013,2024-07,Female,25-34,147,5
RIV013,2024-07,Female,35-49,96,3
RIV013,2024-07,Female,50+,45,0
RIV013,2024-07,Male,0-14,33,0
RIV013,2024-07,Male,15-24,83,1
RIV013,2024-07,Male,25-34,91,3
RIV013,2024-07,Male,35-49,79,2
RIV013,2024-07,Male,50 and above,38,0
RIV013,2024-08,Female,<15,46,0
RIV013,2024-08,Female,15-24,125,2
RIV013,2024-08,Female,25-34,146,5
RIV013,2024-08,F,35-49,114,4
RIV013,2024-08,Female,50+,45,0
RIV013,2024-08,Male,<15,35,0
RIV013,2024-08,Male,15-24,93,1
RIV013,2024-08,Male,25-34,112,4
RIV013,2024-08,Male,35-49,72,2
RIV013,2024-08,M,50+,33,0
RIV013,2024-09,Female,<15,38,0
RIV013,2024-09,F,15-24,120,1
RIV013,2024-09,female,25-34,125,3
RIV013,2024-09,Female,35-49,96,2
RIV013,2024-09,Female,50+,47,0
RIV013,2024-09,Male,<15,30,0
RIV013,2024-09,Male,15-24,99,1
RIV013,2024-09,Male,25-34,83,2
RIV013,2024-09,Male,35-49,66,2
RIV013,2024-09,Male,50+,32,0
RIV013,2024-10,Female,<15,37,0
RIV013,2024-10,Female,15-24,116,2
RIV013,2024-10,Female,25-34,107,4
RIV013,2024-10,female,35-49,93,3
RIV013,2024-10,Female,50+,40,0
RIV013,2024-10,Male,<15,32,0
RIV013,2024-10,Male,15-24,72,1
RIV013,2024-10,Male,25-34,78,3
RIV013,2024-10,M,35-49,69,N/A
RIV013,2024-10,Male,50+,33,0
RIV013,2024-11,Female,<15,36,0
RIV013,2024-11,Female,15-24,120,1
RIV013,2024-11,Female,25-34,116,3
RIV013,2024-11,Female,35-49,94,2
RIV013,2024-11,Female,50+,32,0
RIV013,2024-11,Male,0-14,31,0
RIV013,2024-11,Male,15-24,87,1
RIV013,2024-11,Male,25-34,83,2
RIV013,2024-11,Male,35-49,59,1
RIV013,2024-11,M,50+,,0
RIV013,2024-12,Female,0-14,39,1
RIV013,2024-12,Female,15-24,108,3
RIV013,2024-12,Female,25-34,129,9
RIV013,2024-12,F,35-49,91,6
RIV013,2024-12,Female,50+,37,1
RIV013,2024-12,Male,<15,35,1
RIV013,2024-12,Male,15-24,78,2
RIV013,2024-12,Male,25-34,84,5
RIV013,2024-12,Male,35-49,63,4
RIV013,2024-12,Male,50+,32,1
RIV014,2024-01,Female,0-14,65,0
RIV014,2024-01,female,15-24,180,1
RIV014,2024-01,Female,25-34,173,2
RIV014,2024-01,Female,35-49,134,1
RIV014,2024-01,Female,50+,61,0
RIV014,2024-01,Male,<15,52,0
RIV014,2024-01,Male,15-24,136,0
RIV014,2024-01,Male,25-34,120,1
RIV014,2024-01,Male,35-49,89,1
RIV014,2024-01,Male,50+,46,0
RIV014,2024-02,Female,<15,38,0
RIV014,2024-02,Female,15 - 24,137,1
RIV014,2024-02,Female,25-34,140,2
RIV014,2024-02,Female,35-49,86,1
RIV014,2024-02,Female,50+,40,0
RIV014,2024-02,M,<15,31,0
RIV014,2024-02,Male,15-24,97,0
RIV014,2024-02,Male,25-34,83,1
RIV014,2024-02,Male,35-49,78,1
RIV014,2024-02,M,50+,30,0
RIV014,2024-03,F,<15,55,0
RIV014,2024-03,Female,15-24,185,0
RIV014,2024-03,Female,25-34,163,1
RIV014,2024-03,Female,35-49,119,1
RIV014,2024-03,F,50+,65,0
RIV014,2024-03,M,<15,45,0
RIV014,2024-03,Male,15-24,110,0
RIV014,2024-03,Male,25-34,127,1
RIV014,2024-03,Male,35-49,103,0
RIV014,2024-03,Male,50+,41,0
RIV014,2024-04,Female,<15,60,N/A
RIV014,2024-04,female,15-24,168,1
RIV014,2024-04,Female,25-34,174,2
RIV014,2024-04,Female,35-49,126,1
RIV014,2024-04,Female,50+,58,0
RIV014,2024-04,Male,<15,44,0
RIV014,2024-04,Male,15-24,128,0
RIV014,2024-04,male,25-34,121,1
RIV014,2024-04,Male,35-49,95,1
RIV014,2024-04,Male,50+,36,0
RIV014,2024-05,Female,<15,69,
RIV014,2024-05,Female,15-24,152,1
RIV014,2024-05,F,25-34,200,4
RIV014,2024-05,Female,35-49,135,2
RIV014,2024-05,Female,50+,65,0
RIV014,2024-05,Male,<15,37,0
RIV014,2024-05,Male,15-24,135,1
RIV014,2024-05,Male,25-34,127,2
RIV014,2024-05,Male,35-49,105,2
RIV014,2024-05,male,50+,44,0
RIV014,2024-06,Female,<15,53,0
RIV014,2024-06,Female,15-24,172,0
RIV014,2024-06,Female,25-34,161,0
RIV014,2024-06,Female,35-49,110,0
RIV014,2024-06,Female,50+,60,0
RIV014,2024-06,Male,<15,43,0
RIV014,2024-06,Male,15-24,105,0
RIV014,2024-06,Male,25-34,126,0
RIV014,2024-06,Male,35-49,87,0
RIV014,2024-06,M,50+,41,0
RIV014,2024-07,Female,<15,61,0
RIV014,2024-07,Female,15-24,162,0
RIV014,2024-07,Female,25-34,204,0
RIV014,2024-07,Female,35-49,151,0
RIV014,2024-07,Female,50+,68,0
RIV014,2024-07,M,<15,44,0
RIV014,2024-07,Male,15-24,118,0
RIV014,2024-07,male,25-34,140,0
RIV014,2024-07,Male,35-49,115,0
RIV014,2024-07,Male,50+,51,0
RIV014,2024-08,F,<15,56,0
RIV014,2024-08,Female,15-24,189,1
RIV014,2024-08,Female,25-34,205,3
RIV014,2024-08,Female,35-49,114,1
RIV014,2024-08,F,50+,60,0
RIV014,2024-08,Male,<15,49,0
RIV014,2024-08,Male,15-24,128,1
RIV014,2024-08,Male,25-34,141,2
RIV014,2024-08,M,35-49,87,1
RIV014,2024-08,Male,50+,47,0
RIV014,2024-09,Female,<15,65,0
RIV014,2024-09,F,15-24,199,0
RIV014,2024-09,Female,25-34,184,1
RIV014,2024-09,Female,35-49,157,1
RIV014,2024-09,Female,50+,63,0
RIV014,2024-09,Male,<15,47,0
RIV014,2024-09,Male,15-24,135,0
RIV014,2024-09,Male,25-34,141,1
RIV014,2024-09,Male,35-49,110,1
RIV014,2024-09,Male,50+,50,0
RIV014,2024-10,Female,<15,62,0
RIV014,2024-10,Female,15-24,180,1
RIV014,2024-10,F,25-34,188,3
RIV014,2024-10,Female,35-49,139,2
RIV014,2024-10,Female,50+,64,0
RIV014,2024-10,Male,<15,54,0
RIV014,2024-10,M,15-24,136,1
RIV014,2024-10,Male,25-34,130,2
RIV014,2024-10,Male,35-49,94,1
RIV014,2024-10,M,50+,44,0
RIV014,2024-11,Female,<15,60,0
RIV014,2024-11,Female,15-24,178,1
RIV014,2024-11,Female,25-34,189,3
RIV014,2024-11,Female,35-49,123,1
RIV014,2024-11,Female,50 and above,58,0
RIV014,2024-11,Male,<15,44,0
RIV014,2024-11,Male,15-24,135,1
RIV014,2024-11,Male,25-34,119,1
RIV014,2024-11,Male,35-49,96,1
RIV014,2024-11,Male,50+,45,0
RIV014,2024-12,Female,<15,58,0
RIV014,2024-12,Female,15-24,139,0
RIV014,2024-12,Female,25-34,154,1
RIV014,2024-12,Female,35-49,139,1
RIV014,2024-12,Female,50+,54,0
RIV014,2024-12,Male,<15,38,0
RIV014,2024-12,Male,15-24,97,0
RIV014,2024-12,Male,25-34,128,0
RIV014,2024-12,Male,35-49,91,0
RIV014,2024-12,Male,50+,38,0
RIV015,2024-01,Female,<15,26,0
RIV015,2024-01,female,15-24,65,2
RIV015,2024-01,Female,25-34,72,5
RIV015,2024-01,Female,35-49,59,4
RIV015,2024-01,Female,50+,27,0
RIV015,2024-01,Male,<15,17,0
RIV015,2024-01,Male,15-24,57,2
RIV015,2024-01,Male,25-34,53,3
RIV015,2024-01,Male,35-49,36,2
RIV015,2024-01,Male,50+,16,0
RIV015,2024-02,F,<15,24,0
RIV015,2024-02,Female,15-24,67,2
RIV015,2024-02,Female,25-34,78,5
RIV015,2024-02,Female,35-49,52,3
RIV015,2024-02,Female,50+,22,0
RIV015,2024-02,Male,<15,16,0
RIV015,2024-02,male,15-24,47,1
RIV015,2024-02,Male,25-34,52,3
RIV015,2024-02,Male,35-49,42,3
RIV015,2024-02,Male,50+,17,0
RIV015,2024-03,Female,<15,31,1
RIV015,2024-03,Female,15-24,85,3
RIV015,2024-03,Female,25-34,89,8
RIV015,2024-03,Female,35-49,68,6
RIV015,2024-03,Female,50+,34,1
RIV015,2024-03,M,<15,24,1
RIV015,2024-03,Male,15-24,61,2
RIV015,2024-03,Male,25-34,66,6
RIV015,2024-03,Male,35-49,46,4
RIV015,2024-03,Male,50+,25,1
RIV015,2024-04,Female,<15,27,1
RIV015,2024-04,Female,15-24,61,2
RIV015,2024-04,Female,25-34,74,5
RIV015,2024-04,Female,35-49,60,4
RIV015,2024-04,Female,50+,26,0
RIV015,2024-04,Male,<15,21,0
RIV015,2024-04,Male,15-24,46,1
RIV015,2024-04,Male,25-34,52,3
RIV015,2024-04,Male,35-49,43,3
RIV015,2024-04,Male,50+,17,0
RIV015,2024-05,F,<15,35,1
RIV015,2024-05,female,15-24,90,3
RIV015,2024-05,F,25-34,114,7
RIV015,2024-05,F,35-49,71,4
RIV015,2024-05,Female,50+,38,1
RIV015,2024-05,M,<15,21,0
RIV015,2024-05,Male,15-24,72,2
RIV015,2024-05,Male,25-34,77,5
RIV015,2024-05,Male,35-49,56,3
RIV015,2024-05,Male,50+,25,0
RIV015,2024-06,Female,<15,33,1
RIV015,2024-06,Female,15-24,N/A,2
RIV015,2024-06,Female,25-34,98,6
RIV015,2024-06,Female,35-49,59,3
RIV015,2024-06,Female,50+,33,1
RIV015,2024-06,Male,<15,20,0
RIV015,2024-06,Male,15-24,63,2
RIV015,2024-06,Male,25-34,68,4
RIV015,2024-06,Male,35-49,46,3
RIV015,2024-06,Male,50+,19,0
RIV015,2024-07,Female,<15,26,0
RIV015,2024-07,female,15-24,74,2
RIV015,2024-07,Female,25-34,84,5
RIV015,2024-07,Female,35-49,64,3
RIV015,2024-07,f,50+,31,0
RIV015,2024-07,Male,<15,19,0
RIV015,2024-07,Male,15-24,64,1
RIV015,2024-07,m,25-34,58,3
RIV015,2024-07,Male,35-49,42,2
RIV015,2024-07,M,50+,19,0
RIV015,2024-08,Female,<15,23,0
RIV015,2024-08,female,15-24,69,2
RIV015,2024-08,Female,25-34,77,4
RIV015,2024-08,female,35-49,58,3
RIV015,2024-08,Female,50+,26,0
RIV015,2024-08,Male,<15,16,0
RIV015,2024-08,M,15-24,44,1
RIV015,2024-08,Male,25-34,60,3
RIV015,2024-08,Male,35-49,44,2
RIV015,2024-08,Male,50+,19,0
RIV015,2024-09,Female,<15,33,1
RIV015,2024-09,Female,15-24,77,3
RIV015,2024-09,Female,25-34,86,7
RIV015,2024-09,Female,35-49,62,5
RIV015,2024-09,Female,50 and above,29,1
RIV015,2024-09,Male,<15,18,0
RIV015,2024-09,Male,15-24,51,2
RIV015,2024-09,Male,25-34,70,6
RIV015,2024-09,Male,35-49,47,4
RIV015,2024-09,Male,50 and above,20,0
RIV015,2024-10,Female,<15,30,1
RIV015,2024-10,Female,15-24,75,2
RIV015,2024-10,Female,25-34,96,6
RIV015,2024-10,Female,35-49,58,3
RIV015,2024-10,Female,50+,27,0
RIV015,2024-10,Male,0-14,22,0
RIV015,2024-10,Male,15-24,52,1
RIV015,2024-10,M,25-34,65,4
RIV015,2024-10,Male,35-49,44,3
RIV015,2024-10,Male,50+,23,0
RIV015,2024-11,Female,<15,30,1
RIV015,2024-11,Female,15-24,76,3
RIV015,2024-11,Female,25-34,93,7
RIV015,2024-11,Female,35-49,57,4
RIV015,2024-11,Female,50+,29,1
RIV015,2024-11,Male,<15,18,0
RIV015,2024-11,Male,15-24,60,2
RIV015,2024-11,Male,25-34,66,5
RIV015,2024-11,Male,35-49,45,3
RIV015,2024-11,Male,50+,17,0
RIV015,2024-12,Female,<15,26,1
RIV015,2024-12,Female,15-24,74,3
RIV015,2024-12,Female,25-34,67,7
RIV015,2024-12,Female,35-49,53,5
RIV015,2024-12,Female,50+,27,1
RIV015,2024-12,M,<15,18,0
RIV015,2024-12,Male,15 - 24,53,2
RIV015,2024-12,Male,25-34,54,5
RIV015,2024-12,Male,35-49,38,4
RIV015,2024-12,Male,50+,16,0
BEN001,2024-01,Female,<15,62,0
BEN001,2024-01,Female,15-24,183,0
BEN001,2024-01,Female,25-34,200,1
BEN001,2024-01,Female,35-49,130,1
BEN001,2024-01,Female,50+,55,0
BEN001,2024-01,Male,<15,43,0
BEN001,2024-01,Male,15-24,122,0
BEN001,2024-01,Male,25-34,154,1
BEN001,2024-01,Male,35-49,88,0
BEN001,2024-01,Male,50+,49,0
BEN001,2024-02,Female,<15,66,0
BEN001,2024-02,Female,15-24,168,0
BEN001,2024-02,Female,25-34,171,1
BEN001,2024-02,Female,35-49,116,0
BEN001,2024-02,Female,50+,57,0
BEN001,2024-02,Male,<15,47,0
BEN001,2024-02,Male,15-24,114,0
BEN001,2024-02,Male,25-34,130,1
BEN001,2024-02,Male,35-49,86,0
BEN001,2024-02,Male,50+,40,0
BEN001,2024-03,Female,<15,59,0
BEN001,2024-03,Female,15-24,144,0
BEN001,2024-03,Female,25-34,169,1
BEN001,2024-03,Female,35-49,136,1
BEN001,2024-03,Female,50+,67,0
BEN001,2024-03,Male,0-14,43,0
BEN001,2024-03,male,15-24,108,0
BEN001,2024-03,Male,25-34,140,1
BEN001,2024-03,Male,35-49,88,0
BEN001,2024-03,Male,50+,38,0
BEN001,2024-04,F,<15,61,0
BEN001,2024-04,Female,15-24,163,0
BEN001,2024-04,Female,25-34,188,1
BEN001,2024-04,Female,35-49,124,1
BEN001,2024-04,Female,50+,53,0
BEN001,2024-04,Male,<15,45,0
BEN001,2024-04,Male,15 - 24,112,0
BEN001,2024-04,Male,25-34,127,1
BEN001,2024-04,M,35-49,103,0
BEN001,2024-04,Male,50+,40,0
BEN001,2024-05,Female,<15,54,0
BEN001,2024-05,Female,15-24,173,0
BEN001,2024-05,Female,25-34,180,1
BEN001,2024-05,Female,35-49,115,0
BEN001,2024-05,Female,50+,48,0
BEN001,2024-05,Male,<15,47,0
BEN001,2024-05,Male,15-24,111,0
BEN001,2024-05,Male,25-34,126,1
BEN001,2024-05,Male,35-49,88,0
BEN001,2024-05,Male,50+,40,0
BEN001,2024-06,Female,<15,72,0
BEN001,2024-06,F,15-24,185,1
BEN001,2024-06,Female,25-34,188,2
BEN001,2024-06,female,35-49,138,1
BEN001,2024-06,Female,50+,62,0
BEN001,2024-06,Male,<15,46,0
BEN001,2024-06,Male,15-24,123,0
BEN001,2024-06,Male,25-34,154,2
BEN001,2024-06,male,35-49,94,1
BEN001,2024-06,Male,50+,48,0
BEN001,2024-07,Female,<15,75,0
BEN001,2024-07,Female,15-24,174,1
BEN001,2024-07,Female,25-34,189,3
BEN001,2024-07,Female,35-49,157,2
BEN001,2024-07,Female,50+,60,0
BEN001,2024-07,Male,<15,45,0
BEN001,2024-07,Male,15-24,121,1
BEN001,2024-07,M,25-34,169,2
BEN001,2024-07,Male,35-49,94,1
BEN001,2024-07,Male,50+,45,0
BEN001,2024-08,Female,<15,50,0
BEN001,2024-08,Female,15-24,151,0
BEN001,2024-08,female,25-34,156,1
BEN001,2024-08,female,35-49,120,1
BEN001,2024-08,Female,50+,53,0
BEN001,2024-08,Male,<15,36,0
BEN001,2024-08,Male,15-24,110,0
BEN001,2024-08,Male,25-34,118,1
BEN001,2024-08,Male,35-49,82,0
BEN001,2024-08,Male,50+,38,0
BEN001,2024-09,F,<15,43,0
BEN001,2024-09,Female,15-24,127,0
BEN001,2024-09,Female,25-34,161,0
BEN001,2024-09,Female,35-49,116,0
BEN001,2024-09,Female,50+,48,0
BEN001,2024-09,Male,<15,37,0
BEN001,2024-09,M,15 - 24,97,0
BEN001,2024-09,Male,25-34,109,0
BEN001,2024-09,Male,35-49,76,0
BEN001,2024-09,Male,50+,39,0
BEN001,2024-10,Female,<15,56,0
BEN001,2024-10,Female,15-24,159,1
BEN001,2024-10,Female,25-34,163,2
BEN001,2024-10,Female,35-49,116,1
BEN001,2024-10,F,50+,66,0
BEN001,2024-10,male,<15,37,0
BEN001,2024-10,Male,15-24,102,0
BEN001,2024-10,Male,25-34,121,1
BEN001,2024-10,Male,35-49,97,1
BEN001,2024-10,Male,50+,48,0
BEN001,2024-11,Female,<15,52,0
BEN001,2024-11,Female,15-24,141,0
BEN001,2024-11,Female,25-34,128,1
BEN001,2024-11,female,35-49,107,1
BEN001,2024-11,f,50+,55,0
BEN001,2024-11,Male,<15,32,0
BEN001,2024-11,Male,15-24,104,0
BEN001,2024-11,male,25-34,111,1
BEN001,2024-11,Male,35-49,73,0
BEN001,2024-11,Male,50+,29,0
BEN001,2024-12,Female,<15,76,0
BEN001,2024-12,F,15-24,166,1
BEN001,2024-12,Female,25-34,197,2
BEN001,2024-12,Female,35-49,134,1
BEN001,2024-12,Female,50+,74,0
BEN001,2024-12,Male,<15,40,0
BEN001,2024-12,Male,15-24,130,0
BEN001,2024-12,Male,25-34,144,1
BEN001,2024-12,Male,35-49,112,1
BEN001,2024-12,Male,50+,42,0
BEN002,2024-01,Female,<15,104,0
BEN002,2024-01,Female,15-24,349,3
BEN002,2024-01,Female,25-34,372,6
BEN002,2024-01,Female,35-49,224,3
BEN002,2024-01,F,50+,121,1
BEN002,2024-01,Male,<15,69,0
BEN002,2024-01,Male,15-24,249,2
BEN002,2024-01,male,25-34,251,4
BEN002,2024-01,Male,35-49,195,3
BEN002,2024-01,Male,50+,82,0
BEN002,2024-02,F,<15,108,0
BEN002,2024-02,Female,15-24,299,2
BEN002,2024-02,Female,25-34,371,6
BEN002,2024-02,Female,35-49,231,3
BEN002,2024-02,Female,50+,120,1
BEN002,2024-02,m,<15,82,0
BEN002,2024-02,male,15-24,228,1
BEN002,2024-02,Male,25-34,241,4
BEN002,2024-02,Male,35-49,185,3
BEN002,2024-02,Male,50+,82,0
BEN002,2024-03,Female,<15,155,1
BEN002,2024-03,Female,15-24,528,6
BEN002,2024-03,Female,25-34,513,11
BEN002,2024-03,Female,35-49,384,8
BEN002,2024-03,Female,50+,172,1
BEN002,2024-03,Male,<15,111,1
BEN002,2024-03,Male,15-24,398,4
BEN002,2024-03,M,25-34,338,7
BEN002,2024-03,Male,35-49,299,6
BEN002,2024-03,Male,50+,120,1
BEN002,2024-04,Female,<15,152,1
BEN002,2024-04,Female,15-24,397,4
BEN002,2024-04,Female,25-34,463,10
BEN002,2024-04,Female,35-49,360,8
BEN002,2024-04,F,50+,145,1
BEN002,2024-04,Male,0-14,111,1
BEN002,2024-04,Male,15-24,259,2
BEN002,2024-04,Male,25-34,347,7
BEN002,2024-04,Male,35-49,263,6
BEN002,2024-04,Male,50+,117,1
BEN002,2024-05,F,<15,189,2
BEN002,2024-05,Female,15-24,545,7
BEN002,2024-05,female,25-34,535,13
BEN002,2024-05,Female,35-49,416,10
BEN002,2024-05,Female,50+,162,2
BEN002,2024-05,Male,<15,111,1
BEN002,2024-05,Male,15-24,402,5
BEN002,2024-05,Male,25-34,417,10
BEN002,2024-05,Male,35-49,282,7
BEN002,2024-05,Male,50+,124,1
BEN002,2024-06,Female,<15,192,2
BEN002,2024-06,Female,15-24,562,6
BEN002,2024-06,Female,25-34,526,11
BEN002,2024-06,F,35-49,391,8
BEN002,2024-06,Female,50+,169,1
BEN002,2024-06,Male,<15,117,1
BEN002,2024-06,male,15-24,368,3
BEN002,2024-06,Male,25-34,396,8
BEN002,2024-06,Male,35-49,324,6
BEN002,2024-06,Male,50+,127,1
BEN002,2024-07,Female,<15,229,3
BEN002,2024-07,Female,15-24,549,8
BEN002,2024-07,Female,25-34,697,21
BEN002,2024-07,Female,35-49,469,14
BEN002,2024-07,Female,50+,205,3
BEN002,2024-07,Male,<15,173,2
BEN002,2024-07,Male,15 - 24,423,6
BEN002,2024-07,Male,25-34,407,12
BEN002,2024-07,Male,35-49,375,11
BEN002,2024-07,M,50+,177,2
BEN002,2024-08,Female,<15,130,1
BEN002,2024-08,Female,15-24,389,5
BEN002,2024-08,Female,25-34,431,12
BEN002,2024-08,Female,35-49,307,8
BEN002,2024-08,Female,50+,113,1
BEN002,2024-08,Male,<15,91,1
BEN002,2024-08,M,15-24,281,3
BEN002,2024-08,Male,25-34,306,8
BEN002,2024-08,Male,35-49,216,6
BEN002,2024-08,Male,50+,97,1
BEN002,2024-09,F,<15,183,1
BEN002,2024-09,Female,15-24,584,4
BEN002,2024-09,F,25-34,525,7
BEN002,2024-09,Female,35-49,434,6
BEN002,2024-09,Female,50+,172,1
BEN002,2024-09,Male,<15,158,1
