facility_id,facility_name,state,lga,report_month,hts_tst,hts_tst_pos,tx_new,tx_curr,tx_ml,pmtct_stat,pmtct_stat_pos,pmtct_art,tb_screen,tb_pos,vl_eligible,vl_result_received,vl_suppressed,date_submitted,reported_by
LAG002,Specialist Hospital Lagos Island,Lagos,Lagos Island,Jul-2024,2649,151,123,6068,115,838,28,25,4035,62,4917,3496,3334,2024-08-13,M&E Officer
BEN010,Model Primary Health Centre Okpokwu II,Benue,Okpokwu,2022-03-31,269,1,0,851,13,69,0,0,726,14,592,411,382,2022-04-16,Facility Focal Person
CRS015,MODEL PRIMARY HEALTH CENTRE AKAMKPA II,Cross River,Akamkpa,2023-08-31,76,1,0,529,5,24,0,0,403,5,476,271,264,2023-09-15,Data Clerk
riv004,MODEL PRIMARY HEALTH CENTRE AHOADA EAST,Rivers,Ahoada East,30/06/2023,418,-,10,849,13,98,0,0,744,11,640,549,495,2023-08-15,Data Clerk
KAD011,Primary Health Centre Kaduna North II,Kaduna,Kaduna North,2023-07-31,298,6,5,563,6,30,0,0,359,2,513,468,457,2023-08-13,Data Clerk
CRS001,  Model Primary Health Centre Calabar Municipal ,Cross River,Calabar Municipal,2022-07-31,185,11,8,666,13,38,4,3,448,11,455,270,252,2022-08-11,Data Clerk
RIV014,Cottage Hospital Obio/Akpor II,Rivers,Obio/Akpor,2022-10-31,847,12,11,625,5,263,3,2,412,11,504,472,446,2022-11-21,Data Clerk
CRS011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,Cross River,Calabar Municipal,Aug-2024,415,12,nil,501,5,103,0,0,349,6,379,243,211,2024-09-21,M&E Officer
ben006,Primary Health Centre Vandeikya,Benue,Vandeikya,2022-08-31,NULL,9,6,319,1,41,2,1,229,3,227,159,130,2022-09-16,Facility Focal Person
BEN009,Primary Health Centre Otukpo II,Benue,Otukpo,2024-04-30,331,5,3,436,7,60,0,0,258,2,336,308,279,2024-05-13,Facility Focal Person
ben001,Mission Hospital Makurdi,Benue,Makurdi,31/05/2024,,6,5,1769,6,215,0,0,1512,24,1302,1083,955,2024-07-16,M&E Officer
KAD010,Cottage Hospital Chikun II,Kaduna,Chikun,2022-07-31,263,10,7,947,11,44,0,0,831,10,691,514,450,2022-08-13,M&E Officer
AKS008,Primary Health Centre Uyo II,Akwa Ibom,Uyo,2023-03-31,88,1,0,85,1,19,0,0,52,0,74,42,39,2023-04-18,Data Clerk
AKS002,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,2024-04-30,295,1,0,564,10,35,0,0,338,8,510,335,299,2024-05-15,M&E Officer
FCT002,General Hospital Bwari,FCT,Bwari,2024-11-30,135,6,4,565,10,34,0,0,533,13,422,283,268,2024-12-13,Data Clerk
ben010,Model Primary Health Centre Okpokwu II,Benue,Okpokwu,2024-09-30,434,8,7,699,9,105,0,0,  ,18,487,444,422,2024-10-16,Data Clerk
FCT001,Mission Hospital AMAC,FCT,AMAC,2022-12-31,818,13,12,1298,24,165,0,0,1068,20,1172,877,768,2023-01-11,M&E Officer
FCT007,Specialist Hospital Bwari II,FCT,Bwari,2024-06-30,3034,76,75,4274,14,927,13,11,3396,62,3713,2096,1976,2024-07-15,Facility Focal Person
BEN003,General Hospital Otukpo,Benue,Otukpo,2024-05-31,883,33,32,2366,42,102,0,0,1804,49,1971,1217,1006,2024-06-11,Facility Focal Person
FCT015,  Comprehensive Health Centre Abaji II ,F.C.T.,Abaji,2022-07-31,136,5,4,859,7,41,1,0,781,12,704,536,510,2022-08-15,Facility Focal Person
FCT014,General Hospital Kuje II,FCT,Kuje,2023-01-31,663,24,20,2461,36,75,5,3,2012,25,1810,1680,1486,2023-02-13,Data Clerk
KAD010,Cottage Hospital Chikun II,Kaduna,Chikun,2023-11-30,209,13,10,960,18,40,2,1,710,10,740,527,493,2023-12-11,M&E Officer
CRS006,  Primary Health Centre Calabar Municipal II ,Cross River,Calabar Municipal,2023-05-31,651,23,22,1329,3,129,2,1,741,10,1073,990,926,2023-06-21,Data Clerk
LAG099,Model Primary Health Centre Eket,Akwa Ibom,Eket,2024-08-31,731,16,12,457,8,224,4,3,360,5,324,274,229,2024-09-13,Data Clerk
crs013,  Mission Hospital Ogoja II ,Cross River,Ogoja,2024-01-31,218,4,2,761,4,62,0,0,471,13,565,499,431,2024-02-21,Data Clerk
AKS015,Mission Hospital Uyo II,Akwa Ibom,Uyo,2022-05-31,657,31,29,2486,18,202,5,4,2351,35,2272,2023,1963,2022-06-21,Facility Focal Person
FCT006,Mission Hospital AMAC II,FCT,AMAC,2023-04-30,827,23,17,2217,34,215,1,0,1558,32,2021,1739,1620,2023-04-18,Facility Focal Person
BEN003,General Hospital Otukpo,Benue,Otukpo,Apr-2024,716,26,22,2376,20,  ,2,1,1737,35,1985,1688,1469,2024-05-18,M&E Officer
RIV015,Specialist Hospital Khana II,Rivers,Khana,Feb-2023,384,22,15,2387,22,38,1,0,2076,33,1794,1491,1445,2023-03-18,Facility Focal Person
RIV010,Teaching Hospital Ahoada East II,Rivers,Ahoada East,28/02/2022,551,12,11,3398,9,94,1,0,3208,61,2539,1803,1695,2022-03-13,Data Clerk
RIV011,MODEL PRIMARY HEALTH CENTRE DEGEMA II,Rivers,Degema,2022-09-30,317,12,8,874,8,95,4,3,571,13,668,516,498,2022-10-16,Facility Focal Person
NAS015,Specialist Hospital Nasarawa II,Nasarawa,Nasarawa,2024-01-31,616,33,31,3217,63,91,3,2,2972,49,2301,1795,1503,2024-02-11,M&E Officer
LAG008,Cottage Hospital Lagos Island II,Lagos,Lagos Island,May-2024,152,3,2,721,8,22,0,0,640,8,496,273,266,2024-06-16,Data Clerk
AKS010,  GENERAL HOSPITAL EKET II ,Akwa Ibom,Eket,30/11/2024,670,9,7,1580,5,118,1,0,931,13,1255,1179,1037,2024-12-11,M&E Officer
CRS005,  Teaching Hospital Akamkpa ,Cross River,Akamkpa,2022-05-31,880,41,29,4569,64,89,1,0,3092,49,3519,2881,2461,2022-06-16,Data Clerk
AKS009,Primary Health Centre Ikot Ekpene II,Akwa-Ibom,Ikot Ekpene,2022-12-31,68,1,0,226,3,20,0,0,132,2,182,129,108,2023-01-15,M&E Officer
RIV013,Mission Hospital Port Harcourt II,Rivers,Port Harcourt,2024-08-31,825,24,21,2125,5,254,6,4,2011,50,1864,1640,1366,2024-09-21,M&E Officer
BEN012,Cottage Hospital Vandeikya II,Benue,Vandeikya,2024-07-31,613,7,5,460,7,162,0,0,296,0,427,297,256,2024-08-29,Facility Focal Person
LAG003,  Teaching Hospital Badagry ,Lagos,Badagry,2024-10-31,3381,129,  ,7013,46,837,32,31,6548,109,5201,3128,3044,2024-11-11,M&E Officer
CRS012,Model Primary Health Centre Ikom II,Cross-River,Ikom,31/07/2022,519,4,3,821,6,161,0,0,651,15,719,546,470,2022-08-18,Facility Focal Person
RIV007,  Primary Health Centre Port Harcourt II ,Rivers,Port Harcourt,Jun-2022,563,5,3,711,5,140,0,0,465,16,573,350,287,2022-07-18,M&E Officer
LAG014,Cottage Hospital Lagos Island II,Lagos,Lagos Island,31/03/2024,734,10,7,1681,12,144,0,0,1147,23,1212,833,701,2024-04-21,M&E Officer
BEN007,Specialist Hospital Makurdi II,Benue,Makurdi,2023-10-31,246,1,0,2016,26,45,1,0,1626,24,1871,1458,1320,2023-11-15,Facility Focal Person
BEN006,Primary Health Centre Vandeikya,Benue,Vandeikya,2022-02-28,192,2,1,303,3,27,0,0,210,3,277,247,234,2022-03-13,M&E Officer
FCT011,  COTTAGE HOSPITAL AMAC II ,FCT,AMAC,2022-10-31,366,17,16,2237,39,78,2,1,1252,14,2058,1409,1202,2022-11-13,Data Clerk
KAD008,Model Primary Health Centre Zaria II,Kaduna,Zaria,2023-03-31,463,14,13,1207,6,67,0,0,945,20,859,523,443,2023-04-16,Data Clerk
crs012,Model Primary Health Centre Ikom II,Cross River,Ikom,31/01/2024,479,7,5,766,12,104,2,1,545,13,676,595,546,2024-02-15,Data Clerk
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,Benue,Otukpo,2022-01-31,95,4,3,894,15,30,2,1,593,10,665,620,552,2022-02-16,Facility Focal Person
NAS015,Specialist Hospital Nasarawa II,Nasarawa,Nasarawa,2023-03-31,867,31,23,3181,35,88,1,0,1967,27,2193,1979,1839,2023-04-13,Data Clerk
FCT015,Comprehensive Health Centre Abaji II,FCT,Abaji,2024-11-30,120,2,1,741,1,36,1,0,578,9,664,378,319,2024-12-29,Facility Focal Person
AKS004,Comprehensive Health Centre Etinan,Akwa-Ibom,Etinan,2022-01-31,152,2,1,1018,18,16,0,0,770,12,853,572,554,2022-03-01,Data Clerk
LAG001,  Primary Health Centre Ikorodu ,Lagos,Ikorodu,2022-08-31,499,11,10,225,1,72,1,0,139,4,199,187,168,2022-09-16,Data Clerk
BEN003,General Hospital Otukpo,Benue,Otukpo,2023-12-31,630,23,18,2399,40,118,2,1,2091,33,2187,1547,1431,2024-01-21,M&E Officer
AKS002,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,2023-11-30,231,5,3,592,7,60,0,0,439,8,430,340,294,2023-12-16,M&E Officer
AKS003,Model Primary Health Centre Eket,Akwa Ibom,Eket,2022-05-31,292,11,10,161,2,,1,0,128,1,121,72,60,2022-06-15,Facility Focal Person
CRS011,Comprehensive Health Centre Calabar Municipal II,Cross River,Calabar Municipal,31/12/2022,270,6,5,457,7,75,0,0,348,8,311,284,246,2023-01-16,M&E Officer
AKS011,COMPREHENSIVE HEALTH CENTRE ETINAN II,Akwa-Ibom,Etinan,2022-09-30,103,4,3,298,1,12,1,0,218,2,237,139,121,2022-10-15,Data Clerk
FCT011,Cottage Hospital AMAC II,Federal Capital Territory,AMAC,2024-11-30,320,7,-32,1967,7,nil,1,0,1634,32,1441,904,798,2024-12-29,M&E Officer
RIV007,Primary Health Centre Port Harcourt II,Rivers,Port Harcourt,2024-06-30,555,2,1,607,8,72,1,0,381,5,465,406,341,2024-07-18,M&E Officer
BEN008,Teaching Hospital Gboko II,Benue,Gboko,31/07/2022,2202,67,57,6224,76,366,3,2,4935,86,4289,3317,2922,2022-08-21,Facility Focal Person
BEN006,Primary Health Centre Vandeikya,Benue,Vandeikya,Sep-2022,188,8,-,322,4,49,4,3,194,2,230,207,201,2022-10-15,Facility Focal Person
BEN008,Teaching Hospital Gboko II,Benue,Gboko,2024-05-31,3091,75,63,6258,88,353,3,2,4385,94,4780,3390,3241,2024-06-18,Facility Focal Person
KAD003,Mission Hospital Zaria,Kaduna,Zaria,Mar-2022,767,NULL,14,2590,43,186,1,0,1999,30,2246,1995,1871,2022-04-16,M&E Officer
NAS006,Primary Health Centre Lafia II,Nasarawa,Lafia,2024-09-30,318,15,10,931,2,74,2,1,655,12,703,517,450,2024-10-13,Facility Focal Person
FCT007,Specialist Hospital Bwari II,FCT,Bwari,2024-03-31,1952,64,46,4124,77,317,4,3,3283,61,3370,1855,1533,2024-04-16,M&E Officer
CRS013,Mission Hospital Ogoja II,Cross River,Ogoja,2022-10-31,207,4,3,850,7,55,2,1,584,7,nil,676,723,2022-11-29,M&E Officer
LAG015,Model Primary Health Centre Badagry II,Lagos,Badagry,Jul-2023,285,14,12,1086,6,nil,3,2,815,20,894,717,678,2023-08-11,Facility Focal Person
KAD005,Cottage Hospital Chikun,Kaduna,Chikun,2023-05-31,654,13,12,325,2,177,2,1,183,2,274,232,216,2023-06-13,Facility Focal Person
TMP001,Model Primary Health Centre Degema II,Rivers,Degema,2022-11-30,265,16,15,871,16,55,3,2,787,15,625,506,495,2022-12-18,Facility Focal Person
AKS004,COMPREHENSIVE HEALTH CENTRE ETINAN,Akwa Ibom,Etinan,2023-05-31,273,7,5,958,6,28,3,2,603,9,774,519,507,2023-06-13,Data Clerk
NAS008,Comprehensive Health Centre Keffi II,Nasarawa,Keffi,2024-07-31,96,2,1,748,14,26,0,0,707,16,538,370,326,2024-08-11,Data Clerk
KAD001,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,2022-02-28,102,1,0,800,11,27,0,0,521,9,716,407,366,2022-03-11,Data Clerk
NAS015,Specialist Hospital Nasarawa II,Nasarawa,Nasarawa,30/06/2024,1244,87,82,3341,49,383,9,7,2621,63,2706,1838,1642,2024-07-11,Data Clerk
NAS001,Model Primary Health Centre Lafia,Nasarawa,Lafia,2024-02-29,166,0,0,410,5,49,0,0,358,3,316,183,161,2024-03-13,Data Clerk
LAG007,Primary Health Centre Ikorodu II,Lagos,Ikorodu,Jan-2023,294,5,3,471,9,87,0,0,433,9,344,305,281,2023-02-21,Data Clerk
AKS013,Model Primary Health Centre Abak II,Akwa Ibom,Abak,2022-11-30,388,13,11,563,11,107,2,1,418,10,519,457,380,2022-12-16,M&E Officer
NAS012,Mission Hospital Karu II,Nasarawa,Karu,2023-06-30,934,14,10,1321,12,138,0,0,958,8,NULL,1001,847,2023-07-11,M&E Officer
CRS013,Mission Hospital Ogoja II,Cross River,Ogoja,2024-08-31,290,2,1,740,2,88,3,2,702,15,566,322,285,2024-09-29,Data Clerk
KAD013,Specialist Hospital Zaria II,Kaduna,Zaria,2022-11-30,2263,130,129,2046,27,408,9,7,1129,19,1393,870,791,2022-12-11,Data Clerk
BEN001,Mission Hospital Makurdi,Benue,Makurdi,2024-10-31,970,9,8,1674,30,236,0,0,1521,28,1331,886,795,2024-11-21,Facility Focal Person
NAS008,Comprehensive Health Centre Keffi II,Nasarawa,Keffi,Sep-2024,88,4,3,732,12,11,0,0,579,11,676,560,538,2024-10-15,Facility Focal Person
AKS010,General Hospital Eket II,Akwa Ibom,Eket,2022-01-31,498,13,9,1829,17,59,1,0,1456,24,1317,760,699,2022-02-13,Data Clerk
FCT007,SPECIALIST HOSPITAL BWARI II,fct,Bwari,2024-12-31,2613,69,62,4218,73,688,8,6,3674,79,3376,2033,1913,2025-01-15,Facility Focal Person
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2024-02-29,909,10,9,399,1,278,4,3,263,2,335,230,215,2024-03-18,Data Clerk
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2023-01-31,863,6,4,379,1,147,1,0,349,7,322,270,264,2023-02-15,Facility Focal Person
CRS011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,Cross River,Calabar Municipal,2024-01-31,265,4,3,483,1,74,1,0,420,6,341,315,272,2024-02-11,Facility Focal Person
KAD005,Cottage Hospital Chikun,Kaduna,Chikun,2022-01-31,387,7,4,265,1,39,0,0,244,2,229,216,195,2022-02-13,M&E Officer
RIV013,Mission Hospital Port Harcourt II,Rivers,Port Harcourt,2024-11-30,691,14,12,2100,10,131,2,1,1290,22,1602,990,891,2024-12-15,M&E Officer
KAD011,PRIMARY HEALTH CENTRE KADUNA NORTH II,Kaduna,Kaduna North,2022-10-31,149,7,6,556,5,30,1,0,515,12,414,283,260,2022-11-15,Data Clerk
BEN005,Model Primary Health Centre Katsina-Ala,Benue,Katsina-Ala,2024-10-31,419,8,5,579,10,56,0,0,476,7,407,287,278,2024-11-16,M&E Officer
LAG099,Comprehensive Health Centre Kaduna South II,Kaduna,Kaduna South,2023-03-31,455,9,8,646,3,98,0,0,429,7,496,446,432,2023-04-15,Facility Focal Person
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,2022-05-31,738,13,12,5474,91,140,1,0,3918,65,4445,2513,2090,2022-06-15,M&E Officer
AKS001,Comprehensive Health Centre Uyo,Akwa Ibom,Uyo,2022-07-31,513,3,2,313,3,155,1,0,193,2,285,261,220,2022-08-13,Data Clerk
RIV011,Model Primary Health Centre Degema II,Rivers,Degema,2024-09-30,377,25,20,965,3,85,2,1,904,14,824,580,517,2024-10-18,Data Clerk
AKS013,Model Primary Health Centre Abak II,Akwa Ibom,Abak,31/08/2022,405,17,16,544,6,91,1,0,356,4,451,350,338,2022-09-18,Facility Focal Person
BEN012,Cottage Hospital Vandeikya II,Benue,Vandeikya,2022-06-30,629,5,4,479,5,73,2,1,303,5,419,382,339,2022-07-16,Facility Focal Person
lag009,Mission Hospital Badagry II,Lagos,Badagry,2022-12-31,395,9,7,2638,24,63,0,0,2396,38,2270,1720,1465,2023-01-11,Data Clerk
NAS009,Cottage Hospital Akwanga II,Nasarawa,Akwanga,2024-05-31,1185,10,7,481,2,360,2,1,400,5,424,367,308,2024-07-16,Data Clerk
BEN009,  PRIMARY HEALTH CENTRE OTUKPO II ,Benue,Otukpo,Mar-2023,199,1,0,460,1,28,0,0,288,5,387,351,303,2023-04-15,Facility Focal Person
crs011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,Cross-River,Calabar Municipal,2024-12-31,394,7,5,505,4,94,0,0,348,6,455,420,392,2025-01-16,Facility Focal Person
CRS012,Model Primary Health Centre Ikom II,Cross River,Ikom,2024-05-31,635,19,14,768,10,197,4,3,NULL,16,646,565,528,2024-06-29,Data Clerk
LAG010,Primary Health Centre Surulere II,Lagos,Surulere,2024-10-31,511,13,10,998,6,162,1,0,840 ,17,892,640,612,2024-11-29,Data Clerk
NAS015,Specialist Hospital Nasarawa II,Nasarawa,Nasarawa,2022-05-31,1107,60,59,3107,52,118,3,2,2019,32,2399,2126,1799,2022-06-15,Data Clerk
CRS005,Teaching Hospital Akamkpa,Cross River,Akamkpa,2024-07-31,1337,40,29,4097,63,151,1,0,2331,51,3802,3108,2574,2024-08-16,Facility Focal Person
AKS006,Primary Health Centre Abak,Akwa Ibom,Abak,31/03/2023,592,20,16,342,5,149,1,0,281,5,270,156,132,2023-04-13,Data Clerk
NAS004,COTTAGE HOSPITAL AKWANGA,Nasarawa,Akwanga,2024-01-31,288,12,8,529,4,88,0,0,412,4,401,366,303,2024-02-18,Data Clerk
NAS015,Specialist Hospital Nasarawa II,Nasarawa,Nasarawa,2023-05-31,1251,52,44,3189,23,168,12,11,2555,46,2571,1727,1613,2023-06-13,M&E Officer
FCT006,MISSION HOSPITAL AMAC II,FCT,AMAC,Dec-2023,666,20,15,2166,43,204,4,3,1618,33,1896,1166,1017,2024-01-21,Data Clerk
NAS002,Cottage Hospital Karu,Nasarawa,Karu,2024-02-29,NULL,0,0,303,1,42,0,0,223,5,263,188,160,2024-03-13,Facility Focal Person
BEN003,General Hospital Otukpo,Benue,Otukpo,2023-07-31,460,9,8,2458,12,112,6,4,1401,24,2256,1256,1189,2023-08-13,Data Clerk
BEN002,Specialist Hospital Gboko,Benue,Gboko,2023-03-31,2067,27,22,4554,84,461,6,5,3390,57,3285,1909,1718,2023-04-29,Data Clerk
BEN012,Cottage Hospital Vandeikya II,Benue,Vandeikya,2024-10-31,590,3,2,453,5,82,0,0,277,2,328,246,201,2024-11-15,M&E Officer
LAG009,Mission Hospital Badagry II,Lagos,Badagry,28/02/2022,308,6,5,2883,9,78,0,0,2614,51,2081,1711,1487,2022-03-11,Facility Focal Person
AKS007,Teaching Hospital Ikono,AKWA IBOM,Ikono,2022-07-31,1176,14,11,6576,102,149,1,0,5308,118,5309,3188,2649,2022-08-13,Facility Focal Person
NAS005,MISSION HOSPITAL NASARAWA,Nasarawa,Nasarawa,2023-12-31,1103,21,16,601,11,117,0,0,528,10,492,288,242,2024-01-18,M&E Officer
RIV001,Model Primary Health Centre Port Harcourt,Rivers,Port Harcourt,31/10/2024,113,0,0,789,15,22,0,0,501,8,600,521,429,2024-11-11,M&E Officer
LAG005,  Mission Hospital Agege ,Lagos,Agege,2024-05-31,1171,33,27,1795,34,153,4,3,1613,25,1621,1294,1264,2024-06-18,Data Clerk
FCT001,Mission Hospital AMAC,FCT,AMAC,2023-10-31,960,16,11,"1,250",12,235,0,0,1137,18,1052,870,843,2023-11-29,M&E Officer
AKS012,Cottage Hospital Oron II,akwa ibom,Oron,2023-11-30,889,44,43,1041,20,218,10,7,693,7,958,657,554,2023-12-13,Facility Focal Person
CRS007,Model Primary Health Centre Ikom II,Cross River,Ikom,30/09/2023,111,1,0,299,2,34,1,0,256,6,211,159,146,2023-10-13,M&E Officer
BEN001,Mission Hospital Makurdi,Benue,Makurdi,2024-01-31,1091,7,5,1779,34,N/A,1,0,1618,26,1405,1269,1117,2024-02-11,Facility Focal Person
AKS008,  Primary Health Centre Uyo II ,AKWA IBOM,Uyo,2022-06-30,117,2,1,83,1,31,2,1,70,0,75,55,51,2022-07-11,Facility Focal Person
AKS009,Primary Health Centre Ikot Ekpene II,Akwa Ibom,Ikot Ekpene,2022-08-31,64,2,1,233,2,14,0,0,193,1,197,151,141,2022-09-15,M&E Officer
CRS015,Model Primary Health Centre Akamkpa II,Cross River,Akamkpa,Feb-2022,46,0,0,631,7,14,0,0,388,4,523,365,328,2022-03-18,Data Clerk
KAD001,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,2022-09-30,180,10,7,790,3,35,1,0,714,16,646,516,455,2022-10-15,M&E Officer
CRS010,  Comprehensive Health Centre Akamkpa II ,Cross River,Akamkpa,2023-02-28,53,2,1,401,2,9,0,0,363,4,281,171,144,2023-04-15,M&E Officer
TMP001,Comprehensive Health Centre Calabar Municipal II,Cross River,Calabar Municipal,2023-07-31,NULL,7,6,483,9,83,1,0,458,9,419,-,304,2023-08-16,Facility Focal Person
KAD005,Cottage Hospital Chikun,Kaduna,Chikun,2022-04-30,486,4,3,278,1,71,1,0,227,3,214,196,183,2022-05-16,Data Clerk
CRS012,MODEL PRIMARY HEALTH CENTRE IKOM II,Cross River,Ikom,2023-10-31,385,3,2,774,3,40,0,0,630,18,643,421,409,2023-11-13,Facility Focal Person
RIV005,Mission Hospital Degema,Rivers,Degema,2024-05-31,212,11,8,1297,22,53,0,0,1152,20,1140,981,839,2024-06-16,M&E Officer
LAG002,Specialist Hospital Lagos Island,Lagos,Lagos Island,2023-02-28,2072,120,91,5826,56,423,18,16,3758,63,4983,3961,3564,2023-03-18,M&E Officer
LAG008,Cottage Hospital Lagos Island II,Lagos,Lagos Island,2024-03-31,110,1,0,737,1,17,0,0,488,13,619,544,481,2024-04-16,Facility Focal Person
BEN008,Teaching Hospital Gboko II,Benue,Gboko,May-2023,2973,89,87,6172,77,503,9,7,3995,67,5350,4742,4134,2023-06-18,Facility Focal Person
NAS003,Cottage Hospital Keffi,Nasarawa,Keffi,2024-11-30,350,3,2,1419,9,107,0,0,1187,25,1096,973,884,2024-12-21,Facility Focal Person
AKS013,Model Primary Health Centre Abak II,Akwa Ibom,Abak,30/06/2023,476,15,11,596,8,NULL,0,0,547,10,479,274,247,2023-07-15,M&E Officer
lag003,Teaching Hospital Badagry,Lagos,Badagry,31/12/2024,2724,90,78,6983,111,701,13,11,6143,108,4888,3331,3099,2025-01-11,Data Clerk
KAD014,General Hospital Sabon Gari II,Kaduna,Sabon Gari,2022-09-30,164,2,1,2665,30,21,0,0,1850,35,1853,1264,1199,2022-10-11,M&E Officer
RIV012,Primary Health Centre Eleme II,Rivers,Eleme,2023-11-30,542,22,15,978,5,154,2,1,793,13,824,521,477,2023-12-13,Facility Focal Person
LAG004,Comprehensive Health Centre Surulere,Lagos,Surulere,2024-11-30,459,4,3,605,7,99,2,1,361,5,540,372,341,2024-12-18,Facility Focal Person
RIV004,Model Primary Health Centre Ahoada East,Rivers,Ahoada East,2022-07-31,412,12,9,873,10,105,1,0,809,14,706,445,387,2022-08-18,M&E Officer
LAG007,Primary Health Centre Ikorodu II,Lagos,Ikorodu,2022-09-30,515,16,14,4550,8,82,1,0,424,7,421,286,253,2022-10-13,Facility Focal Person
LAG002,Specialist Hospital Lagos Island,Lagos,Lagos Island,2023-09-30,2062,109,80,5827,35,334,10,7,4722,90,4944,2753,2673,2023-10-21,Facility Focal Person
LAG015,Model Primary Health Centre Badagry II,Lagos,Badagry,2024-11-30,268,10,8,1077,17,42,1,0,642,14,969,762,651,2024-12-21,Data Clerk
NAS014,Teaching Hospital Akwanga II,Nasarawa,Akwanga,2023-11-30,1461,1465,26,4919,18,329,4,3,3090,47,4373,2857,2429,2023-12-16,Facility Focal Person
AKS012,Cottage Hospital Oron II,akwa ibom,Oron,2023-04-30,983,40,37,818,6,283,8,7,588,6,560,518,439,2023-05-15,M&E Officer
BEN011,Model Primary Health Centre Katsina-Ala II,Benue,Katsina-Ala,2024-02-29,211,7,5,373,2,45,3,2,219,3,318,187,176,2024-03-13,M&E Officer
kad009,Model Primary Health Centre Sabon Gari II,Kaduna,Sabon Gari,May-2024,661,42,35,928,14,186,6,5,696,13,801,726,601,2024-06-13,Data Clerk
CRS004,  Comprehensive Health Centre Obudu ,cross river,Obudu,2024-04-30,242,10,8,453,6,35,0,0,325,11,374,299,292,2024-05-11,Data Clerk
KAD013,Specialist Hospital Zaria II,Kaduna,Zaria,2022-05-31,2894,142,138,1638,27,885,28,26,1049,19,1376,1152,N/A,2022-06-18,M&E Officer
FCT003,SPECIALIST HOSPITAL GWAGWALADA,FCT,Gwagwalada,2023-01-31,439,17,12,"6,051",115,53,4,3,5467,108,4307,3513,3025,2023-02-13,Data Clerk
RIV005,Mission Hospital Degema,Rivers,Degema,31/05/2023,197,6,5,1419,7,19,1,0,1287,28,1309,910,807,2023-06-13,Data Clerk
KAD012,COMPREHENSIVE HEALTH CENTRE KADUNA SOUTH II,Kaduna,Kaduna South,2023-01-31,319,7,5,647,4,38,0,0,526,5,591,468,386,2023-02-18,Data Clerk
AKS012,Cottage Hospital Oron II,Akwa Ibom,Oron,30/11/2024,1155,35,29,"1,379",6,121,5,4,1236,18,983,828,742,2025-01-15,Data Clerk
FCT004,MODEL PRIMARY HEALTH CENTRE KUJE,FCT,Kuje,2024-01-31,340,17,12,1261,20,108,2,1,776,11,1140,792,689,2024-02-16,M&E Officer
NAS001,Model Primary Health Centre Lafia,Nasarawa,Lafia,Nov-2022,169,0,0,469,5,42,0,0,434,7,402,258,229,2022-12-11,Data Clerk
FCT003,SPECIALIST HOSPITAL GWAGWALADA,FCT,Gwagwalada,31/05/2022,607,18,14,6457,125,90,1,0,4011,75,5742,3429,3196,2022-06-13,Data Clerk
BEN003,General Hospital Otukpo,Benue,Otukpo,31/01/2024,454,13,12,"2,402",9,122,3,2,2264,38,1728,955,811,2024-02-21,Data Clerk
LAG009,Mission Hospital Badagry II,Lagos,Badagry,Mar-2023,499,7,5,2558,44,90,0,0,1846,30,1995,1284,1077,2023-04-11,Facility Focal Person
BEN006,Primary Health Centre Vandeikya,Benue,Vandeikya,Feb-2024,182,3,-18,343,2,38,1,0,203,4,305,232,-,2024-03-16,M&E Officer
AKS003,Model Primary Health Centre Eket,Akwa Ibom,Eket,Jul-2024,955,22,15,453,6,182,2,1,401,8,418,316,266,2024-08-13,M&E Officer
LAG099,General Hospital Okpokwu,Benue,Okpokwu,2023-08-31,1042,11,8,385,7,nil,0,0,318,5,295,184,158,2023-09-29,M&E Officer
BEN014,Comprehensive Health Centre Gboko II,Benue,Gboko,2022-09-30,442,2,1,870,9,112,1,0,645,7,713,632,557,2022-10-29,M&E Officer
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,Benue,Okpokwu,2023-10-31,346,3,2,734,2,106,1,0,517,6,512,473,402,2023-11-29,Facility Focal Person
RIV012,  Primary Health Centre Eleme II ,Rivers,Eleme,2022-09-30,498,14,13,896,6,114,1,0,571,9,786,623,582,2022-10-22,Facility Focal Person
LAG015,Model Primary Health Centre Badagry II,Lagos,Badagry,2024-10-31,216,13,9,"1,086",4,59,0,0,636,10,909,577,504,2024-11-11,Facility Focal Person
FCT012,Mission Hospital Bwari II,FCT,Bwari,2024-09-30,1198,54,38,2921,44,276,9,8,1967,40,2690,1936,1843,2024-10-16,M&E Officer
crs001,Model Primary Health Centre Calabar Municipal,Cross River,Calabar Municipal,28/02/2023,210,10,7,663,9,31,0,0,405,5,524,454,378,2023-03-13,Data Clerk
