indicator,facility_id,state,year,quarter,month,facility_level,value,unit,cohort_direction
PMTCT Positivity,AKS011,AKWA IBOM,,,,,3.0085959885386817,Percent,
PMTCT Positivity,AKS012,AKWA IBOM,,,,,2.6677713338856672,Percent,
PMTCT Positivity,AKS013,AKWA IBOM,,,,,1.620453727043572,Percent,
PMTCT Positivity,AKS014,AKWA IBOM,,,,,1.7891373801916934,Percent,
PMTCT Positivity,AKS015,AKWA IBOM,,,,,2.4203069657615113,Percent,
PMTCT Positivity,LAG099,AKWA IBOM,,,,,1.257861635220126,Percent,
PMTCT Positivity,NAS999,AKWA IBOM,,,,,1.9230769230769231,Percent,
PMTCT Positivity,TMP001,AKWA IBOM,,,,,2.2388059701492535,Percent,
PMTCT Positivity,XXX999,AKWA IBOM,,,,,1.5063731170336037,Percent,
PMTCT Positivity,BEN001,BENUE,,,,,0.47779651489600905,Percent,
PMTCT Positivity,BEN002,BENUE,,,,,1.0330578512396695,Percent,
PMTCT Positivity,BEN003,BENUE,,,,,1.9572025052192066,Percent,
PMTCT Positivity,BEN004,BENUE,,,,,0.41841004184100417,Percent,
PMTCT Positivity,BEN005,BENUE,,,,,1.3439385628085574,Percent,
PMTCT Positivity,BEN006,BENUE,,,,,2.7796610169491522,Percent,
PMTCT Positivity,BEN007,BENUE,,,,,0.963302752293578,Percent,
PMTCT Positivity,BEN008,BENUE,,,,,1.336442220200182,Percent,
PMTCT Positivity,BEN009,BENUE,,,,,1.0741138560687433,Percent,
PMTCT Positivity,BEN010,BENUE,,,,,1.1018237082066868,Percent,
PMTCT Positivity,BEN011,BENUE,,,,,2.097130242825607,Percent,
PMTCT Positivity,BEN012,BENUE,,,,,0.45421945971790584,Percent,
PMTCT Positivity,BEN013,BENUE,,,,,2.731299212598425,Percent,
PMTCT Positivity,BEN014,BENUE,,,,,0.548159749412686,Percent,
PMTCT Positivity,BEN015,BENUE,,,,,2.8112449799196786,Percent,
PMTCT Positivity,LAG099,BENUE,,,,,2.459016393442623,Percent,
PMTCT Positivity,NAS999,BENUE,,,,,1.4084507042253522,Percent,
PMTCT Positivity,TMP001,BENUE,,,,,1.0,Percent,
PMTCT Positivity,XXX999,BENUE,,,,,1.1920529801324504,Percent,
PMTCT Positivity,CRS001,CROSS RIVER,,,,,4.014598540145985,Percent,
PMTCT Positivity,CRS002,CROSS RIVER,,,,,2.946428571428571,Percent,
PMTCT Positivity,CRS003,CROSS RIVER,,,,,1.951451689671585,Percent,
PMTCT Positivity,CRS004,CROSS RIVER,,,,,1.6622340425531914,Percent,
PMTCT Positivity,CRS005,CROSS RIVER,,,,,2.122975310583425,Percent,
PMTCT Positivity,CRS006,CROSS RIVER,,,,,2.246589997325488,Percent,
PMTCT Positivity,CRS007,CROSS RIVER,,,,,2.6888604353393086,Percent,
PMTCT Positivity,CRS008,CROSS RIVER,,,,,2.6785714285714284,Percent,
PMTCT Positivity,CRS009,CROSS RIVER,,,,,2.433023510114817,Percent,
PMTCT Positivity,CRS010,CROSS RIVER,,,,,0.6024096385542169,Percent,
PMTCT Positivity,CRS011,CROSS RIVER,,,,,0.794646591384358,Percent,
PMTCT Positivity,CRS012,CROSS RIVER,,,,,1.0698365527488856,Percent,
PMTCT Positivity,CRS013,CROSS RIVER,,,,,1.0461538461538462,Percent,
PMTCT Positivity,CRS014,CROSS RIVER,,,,,1.1111111111111112,Percent,
PMTCT Positivity,CRS015,CROSS RIVER,,,,,0.34965034965034963,Percent,
PMTCT Positivity,LAG099,CROSS RIVER,,,,,1.9736842105263157,Percent,
PMTCT Positivity,NAS999,CROSS RIVER,,,,,2.803738317757009,Percent,
PMTCT Positivity,TMP001,CROSS RIVER,,,,,2.272727272727273,Percent,
PMTCT Positivity,XXX999,CROSS RIVER,,,,,6.862745098039216,Percent,
PMTCT Positivity,FCT001,FCT,,,,,0.44742729306487694,Percent,
PMTCT Positivity,FCT002,FCT,,,,,2.297592997811816,Percent,
PMTCT Positivity,FCT003,FCT,,,,,1.586502140518761,Percent,
PMTCT Positivity,FCT004,FCT,,,,,2.731411229135053,Percent,
PMTCT Positivity,FCT005,FCT,,,,,1.7029972752043598,Percent,
PMTCT Positivity,FCT006,FCT,,,,,1.4969538729329852,Percent,
PMTCT Positivity,FCT007,FCT,,,,,1.3750387116754412,Percent,
PMTCT Positivity,FCT008,FCT,,,,,2.6754476229676887,Percent,
PMTCT Positivity,FCT009,FCT,,,,,3.2171581769436997,Percent,
PMTCT Positivity,FCT010,FCT,,,,,1.5581524763494714,Percent,
PMTCT Positivity,FCT011,FCT,,,,,2.1939953810623556,Percent,
PMTCT Positivity,FCT012,FCT,,,,,2.2138680033416875,Percent,
PMTCT Positivity,FCT013,FCT,,,,,0.5921895006402049,Percent,
PMTCT Positivity,FCT014,FCT,,,,,2.4010731052984577,Percent,
PMTCT Positivity,FCT015,FCT,,,,,3.11284046692607,Percent,
PMTCT Positivity,LAG099,FCT,,,,,0.5976095617529881,Percent,
PMTCT Positivity,NAS999,FCT,,,,,1.8241042345276872,Percent,
PMTCT Positivity,TMP001,FCT,,,,,1.3089005235602094,Percent,
PMTCT Positivity,XXX999,FCT,,,,,3.343949044585987,Percent,
PMTCT Positivity,KAD001,KADUNA,,,,,2.258566978193146,Percent,
PMTCT Positivity,KAD002,KADUNA,,,,,0.7635009310986964,Percent,
PMTCT Positivity,KAD003,KADUNA,,,,,2.754888697577174,Percent,
PMTCT Positivity,KAD004,KADUNA,,,,,3.178639542275906,Percent,
PMTCT Positivity,KAD005,KADUNA,,,,,0.9074867658179985,Percent,
PMTCT Positivity,KAD006,KADUNA,,,,,0.8585321379729524,Percent,
PMTCT Positivity,KAD007,KADUNA,,,,,2.5016035920461834,Percent,
PMTCT Positivity,KAD008,KADUNA,,,,,2.392156862745098,Percent,
PMTCT Positivity,KAD009,KADUNA,,,,,2.8964306612053834,Percent,
PMTCT Positivity,KAD010,KADUNA,,,,,2.7404921700223714,Percent,
PMTCT Positivity,KAD011,KADUNA,,,,,2.008608321377331,Percent,
PMTCT Positivity,KAD012,KADUNA,,,,,1.335707925200356,Percent,
PMTCT Positivity,KAD013,KADUNA,,,,,2.3841152205830944,Percent,
PMTCT Positivity,KAD014,KADUNA,,,,,2.2818791946308723,Percent,
PMTCT Positivity,KAD015,KADUNA,,,,,1.3919095258808178,Percent,
PMTCT Positivity,LAG099,KADUNA,,,,,2.0720720720720722,Percent,
PMTCT Positivity,NAS999,KADUNA,,,,,2.931854199683043,Percent,
PMTCT Positivity,TMP001,KADUNA,,,,,2.904564315352697,Percent,
PMTCT Positivity,XXX999,KADUNA,,,,,1.0427528675703857,Percent,
PMTCT Positivity,LAG001,LAGOS,,,,,1.397624039133473,Percent,
PMTCT Positivity,LAG002,LAGOS,,,,,3.0009871668311945,Percent,
PMTCT Positivity,LAG003,LAGOS,,,,,2.4755989352262646,Percent,
PMTCT Positivity,LAG004,LAGOS,,,,,1.254030813328556,Percent,
PMTCT Positivity,LAG005,LAGOS,,,,,1.6219512195121952,Percent,
PMTCT Positivity,LAG006,LAGOS,,,,,1.2174211248285323,Percent,
PMTCT Positivity,LAG007,LAGOS,,,,,1.9079345850999394,Percent,
PMTCT Positivity,LAG008,LAGOS,,,,,1.101591187270502,Percent,
PMTCT Positivity,LAG009,LAGOS,,,,,1.2797619047619047,Percent,
PMTCT Positivity,LAG010,LAGOS,,,,,2.0785219399538106,Percent,
PMTCT Positivity,LAG011,LAGOS,,,,,1.2874473879673185,Percent,
PMTCT Positivity,LAG012,LAGOS,,,,,2.7596223674655045,Percent,
PMTCT Positivity,LAG013,LAGOS,,,,,2.6705843943845906,Percent,
PMTCT Positivity,LAG014,LAGOS,,,,,0.8085106382978723,Percent,
PMTCT Positivity,LAG015,LAGOS,,,,,2.8828828828828827,Percent,
PMTCT Positivity,LAG099,LAGOS,,,,,2.64861683343143,Percent,
PMTCT Positivity,NAS999,LAGOS,,,,,1.8944519621109608,Percent,
PMTCT Positivity,TMP001,LAGOS,,,,,1.6129032258064515,Percent,
PMTCT Positivity,XXX999,LAGOS,,,,,1.8450184501845017,Percent,
PMTCT Positivity,LAG099,NASARAWA,,,,,1.4687100893997445,Percent,
PMTCT Positivity,NAS001,NASARAWA,,,,,0.40683482506102525,Percent,
PMTCT Positivity,NAS002,NASARAWA,,,,,0.40906230333543103,Percent,
PMTCT Positivity,NAS003,NASARAWA,,,,,0.9086320040383644,Percent,
PMTCT Positivity,NAS004,NASARAWA,,,,,2.2173913043478257,Percent,
PMTCT Positivity,NAS005,NASARAWA,,,,,1.2320574162679425,Percent,
PMTCT Positivity,NAS006,NASARAWA,,,,,1.8201284796573876,Percent,
PMTCT Positivity,NAS007,NASARAWA,,,,,0.4191993292810731,Percent,
PMTCT Positivity,NAS008,NASARAWA,,,,,0.9596928982725527,Percent,
PMTCT Positivity,NAS009,NASARAWA,,,,,0.5128862674701885,Percent,
PMTCT Positivity,NAS010,NASARAWA,,,,,3.212005108556833,Percent,
PMTCT Positivity,NAS011,NASARAWA,,,,,0.7777926780206518,Percent,
PMTCT Positivity,NAS012,NASARAWA,,,,,1.4880481241095458,Percent,
PMTCT Positivity,NAS013,NASARAWA,,,,,2.977667493796526,Percent,
PMTCT Positivity,NAS014,NASARAWA,,,,,1.4702986544141778,Percent,
PMTCT Positivity,NAS015,NASARAWA,,,,,3.169864960909737,Percent,
PMTCT Positivity,NAS999,NASARAWA,,,,,1.1142061281337048,Percent,
PMTCT Positivity,TMP001,NASARAWA,,,,,1.478352692713833,Percent,
PMTCT Positivity,XXX999,NASARAWA,,,,,0.9615384615384616,Percent,
PMTCT Positivity,LAG099,RIVERS,,,,,1.530612244897959,Percent,
PMTCT Positivity,NAS999,RIVERS,,,,,2.447869446962829,Percent,
PMTCT Positivity,RIV001,RIVERS,,,,,0.28328611898017,Percent,
PMTCT Positivity,RIV002,RIVERS,,,,,1.2496094970321776,Percent,
PMTCT Positivity,RIV003,RIVERS,,,,,2.4480369515011544,Percent,
PMTCT Positivity,RIV004,RIVERS,,,,,1.5912305516265914,Percent,
PMTCT Positivity,RIV005,RIVERS,,,,,2.0795660036166366,Percent,
PMTCT Positivity,RIV006,RIVERS,,,,,3.097119551363752,Percent,
PMTCT Positivity,RIV007,RIVERS,,,,,0.5159071367153912,Percent,
PMTCT Positivity,RIV008,RIVERS,,,,,2.4261603375527425,Percent,
PMTCT Positivity,RIV009,RIVERS,,,,,0.6962576153176675,Percent,
PMTCT Positivity,RIV010,RIVERS,,,,,1.6067882289221882,Percent,
PMTCT Positivity,RIV011,RIVERS,,,,,2.0994979461433134,Percent,
PMTCT Positivity,RIV012,RIVERS,,,,,1.6713747645951036,Percent,
PMTCT Positivity,RIV013,RIVERS,,,,,2.2615994404290043,Percent,
PMTCT Positivity,RIV014,RIVERS,,,,,0.7395455156649187,Percent,
PMTCT Positivity,RIV015,RIVERS,,,,,3.3873343151693667,Percent,
PMTCT Positivity,TMP001,RIVERS,,,,,1.1780104712041886,Percent,
PMTCT Positivity,XXX999,RIVERS,,,,,1.9693654266958425,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,5,,50.0,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,9,,50.0,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,10,,50.0,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS001,AKWA IBOM,,,12,,50.0,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,3,,100.0,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,6,,50.0,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,8,,25.0,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS002,AKWA IBOM,,,12,,50.0,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,1,,50.0,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,3,,50.0,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,5,,50.0,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,8,,100.0,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS003,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,2,,50.0,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,7,,50.0,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,11,,50.0,Percent,
Reporting Completeness,AKS004,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,5,,50.0,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,6,,50.0,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,9,,50.0,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS005,AKWA IBOM,,,12,,50.0,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,8,,50.0,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS006,AKWA IBOM,,,12,,50.0,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS007,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,4,,50.0,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,7,,100.0,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS008,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,7,,50.0,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,11,,50.0,Percent,
Reporting Completeness,AKS009,AKWA IBOM,,,12,,50.0,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,4,,50.0,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,5,,50.0,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,10,,50.0,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS010,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,1,,50.0,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,4,,50.0,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,6,,50.0,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS011,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,1,,50.0,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,2,,50.0,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,9,,50.0,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS012,AKWA IBOM,,,12,,50.0,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,1,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,8,,50.0,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,10,,100.0,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS013,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,1,,50.0,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,5,,50.0,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,9,,50.0,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,11,,33.33333333333333,Percent,
Reporting Completeness,AKS014,AKWA IBOM,,,12,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,1,,50.0,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,2,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,3,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,4,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,5,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,6,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,7,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,8,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,9,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,10,,33.33333333333333,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,11,,50.0,Percent,
Reporting Completeness,AKS015,AKWA IBOM,,,12,,50.0,Percent,
Reporting Completeness,LAG099,AKWA IBOM,,,3,,,Percent,
Reporting Completeness,LAG099,AKWA IBOM,,,6,,,Percent,
Reporting Completeness,LAG099,AKWA IBOM,,,8,,,Percent,
Reporting Completeness,NAS999,AKWA IBOM,,,4,,,Percent,
Reporting Completeness,NAS999,AKWA IBOM,,,5,,,Percent,
Reporting Completeness,NAS999,AKWA IBOM,,,8,,,Percent,
Reporting Completeness,NAS999,AKWA IBOM,,,10,,,Percent,
Reporting Completeness,NAS999,AKWA IBOM,,,11,,,Percent,
Reporting Completeness,NAS999,AKWA IBOM,,,12,,,Percent,
Reporting Completeness,TMP001,AKWA IBOM,,,1,,,Percent,
Reporting Completeness,TMP001,AKWA IBOM,,,3,,,Percent,
Reporting Completeness,TMP001,AKWA IBOM,,,7,,,Percent,
Reporting Completeness,TMP001,AKWA IBOM,,,9,,,Percent,
Reporting Completeness,TMP001,AKWA IBOM,,,12,,,Percent,
Reporting Completeness,XXX999,AKWA IBOM,,,1,,,Percent,
Reporting Completeness,XXX999,AKWA IBOM,,,3,,,Percent,
Reporting Completeness,XXX999,AKWA IBOM,,,4,,,Percent,
Reporting Completeness,XXX999,AKWA IBOM,,,5,,,Percent,
Reporting Completeness,XXX999,AKWA IBOM,,,9,,,Percent,
Reporting Completeness,XXX999,AKWA IBOM,,,12,,,Percent,
Reporting Completeness,BEN001,BENUE,,,1,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,2,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,3,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,4,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,5,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,6,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,7,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,8,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,9,,25.0,Percent,
Reporting Completeness,BEN001,BENUE,,,10,,25.0,Percent,
Reporting Completeness,BEN001,BENUE,,,11,,33.33333333333333,Percent,
Reporting Completeness,BEN001,BENUE,,,12,,33.33333333333333,Percent,
Reporting Completeness,BEN002,BENUE,,,1,,50.0,Percent,
Reporting Completeness,BEN002,BENUE,,,2,,33.33333333333333,Percent,
Reporting Completeness,BEN002,BENUE,,,3,,33.33333333333333,Percent,
